Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Housing,"Housing Occupancy","Rental vacancy rate",6.2,"(+/- 2.4 )",5.0,"(+/- 2.6 )",6.0,"(+/- 2.2 )",4.2,"(+/- 1.7 )",3.0,"(+/- 0.8 )",3.9,"(+/- 1.1 )",3.0,"(+/- 0.6 )",3.8,"(+/- 0.8 )",3.9,"(+/- 0.9 )",4.8,"(+/- 1.2 )",5.6,"(+/- 1.2 )",5.9,"(+/- 1.1 )",1.9,"(+/- 0.5 )",1.8,"(+/- 0.6 )",1.7,"(+/- 0.5 )",2.4,"(+/- 0.6 )",3.3,"(+/- 1.3 )",4.4,"(+/- 1.6 )",5.3,"(+/- 1.4 )",5.3,"(+/- 1.1 )",6.3,"(+/- 1.3 )",8.3,"(+/- 1.8 )",5.6,"(+/- 1.3 )",7.2,"(+/- 1.6 )",5.3,"(+/- 1.2 )",4.7,"(+/- 1.0 )",5.0,"(+/- 1.5 )"
Housing,"Housing Tenure","Occupied housing units",242952,"(+/- 4835 )",218675,"(+/- 4512 )",251028,"(+/- 6135 )",235269,"(+/- 3564 )",227456,"(+/- 5130 )",270237,"(+/- 5226 )",253092,"(+/- 6132 )",292705,"(+/- 5887 )",286098,"(+/- 5740 )",304597,"(+/- 7447 )",261768,"(+/- 4251 )",359465,"(+/- 8746 )",302472,"(+/- 7244 )",231976,"(+/- 5794 )",259124,"(+/- 4691 )",272182,"(+/- 5001 )",245675,"(+/- 3517 )",249783,"(+/- 3639 )",265595,"(+/- 4670 )",285388,"(+/- 3834 )",272128,"(+/- 4871 )",273722,"(+/- 3965 )",277106,"(+/- 4386 )",281415,"(+/- 3598 )",291931,"(+/- 3356 )",306166,"(+/- 4294 )",286327,"(+/- 4441 )"
Housing,"Housing Tenure",Owner-occupied,196459,"(+/- 5290 )",180445,"(+/- 4426 )",203843,"(+/- 5180 )",180731,"(+/- 4237 )",126334,"(+/- 4087 )",124830,"(+/- 4605 )",59119,"(+/- 2986 )",92547,"(+/- 3597 )",89579,"(+/- 3567 )",101997,"(+/- 5355 )",153508,"(+/- 4407 )",102182,"(+/- 5765 )",32205,"(+/- 3138 )",75803,"(+/- 2921 )",21193,"(+/- 2136 )",135363,"(+/- 4483 )",162334,"(+/- 4111 )",181341,"(+/- 3712 )",192701,"(+/- 4559 )",175171,"(+/- 3863 )",190771,"(+/- 4031 )",189763,"(+/- 3237 )",193069,"(+/- 3530 )",187381,"(+/- 3388 )",182421,"(+/- 3787 )",180723,"(+/- 4330 )",218220,"(+/- 4735 )"
Housing,"Housing Tenure",Renter-occupied,46493,"(+/- 3495 )",38230,"(+/- 2929 )",47185,"(+/- 3204 )",54538,"(+/- 3194 )",101122,"(+/- 4437 )",145407,"(+/- 5042 )",193973,"(+/- 5525 )",200158,"(+/- 6363 )",196519,"(+/- 5389 )",202600,"(+/- 7641 )",108260,"(+/- 4550 )",257283,"(+/- 8828 )",270267,"(+/- 7354 )",156173,"(+/- 5279 )",237931,"(+/- 5001 )",136819,"(+/- 4824 )",83341,"(+/- 3639 )",68442,"(+/- 3506 )",72894,"(+/- 3694 )",110217,"(+/- 3955 )",81357,"(+/- 3578 )",83959,"(+/- 3789 )",84037,"(+/- 3737 )",94034,"(+/- 3888 )",109510,"(+/- 3743 )",125443,"(+/- 3923 )",68107,"(+/- 3617 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.94,"(+/- 0.06 )",3.38,"(+/- 0.07 )",2.91,"(+/- 0.06 )",3.18,"(+/- 0.06 )",3.79,"(+/- 0.09 )",2.88,"(+/- 0.07 )",3.12,"(+/- 0.11 )",3.07,"(+/- 0.10 )",3.03,"(+/- 0.10 )",2.55,"(+/- 0.08 )",3.03,"(+/- 0.06 )",1.93,"(+/- 0.07 )",2.37,"(+/- 0.14 )",3.00,"(+/- 0.12 )",3.16,"(+/- 0.22 )",2.83,"(+/- 0.07 )",3.00,"(+/- 0.05 )",2.90,"(+/- 0.05 )",2.58,"(+/- 0.05 )",2.67,"(+/- 0.05 )",2.49,"(+/- 0.05 )",2.50,"(+/- 0.04 )",2.50,"(+/- 0.04 )",2.52,"(+/- 0.04 )",2.51,"(+/- 0.04 )",2.39,"(+/- 0.04 )",2.56,"(+/- 0.04 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.63,"(+/- 0.16 )",2.76,"(+/- 0.16 )",2.52,"(+/- 0.12 )",2.63,"(+/- 0.11 )",3.02,"(+/- 0.11 )",2.72,"(+/- 0.08 )",2.89,"(+/- 0.07 )",2.45,"(+/- 0.05 )",2.40,"(+/- 0.04 )",2.23,"(+/- 0.06 )",2.60,"(+/- 0.10 )",1.90,"(+/- 0.05 )",2.64,"(+/- 0.05 )",2.87,"(+/- 0.06 )",2.93,"(+/- 0.05 )",2.50,"(+/- 0.07 )",2.85,"(+/- 0.08 )",2.60,"(+/- 0.11 )",2.26,"(+/- 0.09 )",2.11,"(+/- 0.07 )",2.32,"(+/- 0.08 )",2.24,"(+/- 0.07 )",2.10,"(+/- 0.07 )",2.16,"(+/- 0.07 )",2.13,"(+/- 0.06 )",2.08,"(+/- 0.05 )",1.99,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",242952,"(+/- 4835 )",218675,"(+/- 4512 )",251028,"(+/- 6135 )",235269,"(+/- 3564 )",227456,"(+/- 5130 )",270237,"(+/- 5226 )",253092,"(+/- 6132 )",292705,"(+/- 5887 )",286098,"(+/- 5740 )",304597,"(+/- 7447 )",261768,"(+/- 4251 )",359465,"(+/- 8746 )",302472,"(+/- 7244 )",231976,"(+/- 5794 )",259124,"(+/- 4691 )",272182,"(+/- 5001 )",245675,"(+/- 3517 )",249783,"(+/- 3639 )",265595,"(+/- 4670 )",285388,"(+/- 3834 )",272128,"(+/- 4871 )",273722,"(+/- 3965 )",277106,"(+/- 4386 )",281415,"(+/- 3598 )",291931,"(+/- 3356 )",306166,"(+/- 4294 )",286327,"(+/- 4441 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",35723,"(+/- 3198 )",31401,"(+/- 2907 )",36125,"(+/- 3192 )",38960,"(+/- 2977 )",36561,"(+/- 2931 )",54819,"(+/- 3567 )",58342,"(+/- 3283 )",67781,"(+/- 3990 )",61777,"(+/- 4091 )",83941,"(+/- 4976 )",47170,"(+/- 3183 )",130283,"(+/- 6386 )",65743,"(+/- 4813 )",52368,"(+/- 4276 )",47601,"(+/- 3435 )",56124,"(+/- 3850 )",49266,"(+/- 3231 )",50577,"(+/- 3947 )",52683,"(+/- 3805 )",80909,"(+/- 3310 )",64116,"(+/- 3053 )",59967,"(+/- 3576 )",65815,"(+/- 3070 )",69412,"(+/- 4079 )",82634,"(+/- 3946 )",80828,"(+/- 4086 )",56548,"(+/- 3503 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",42613,"(+/- 3400 )",33641,"(+/- 3093 )",48248,"(+/- 3165 )",46071,"(+/- 3229 )",49936,"(+/- 3635 )",65499,"(+/- 3778 )",62459,"(+/- 4122 )",68177,"(+/- 4163 )",65079,"(+/- 3556 )",72677,"(+/- 5094 )",52542,"(+/- 3290 )",83644,"(+/- 6873 )",71511,"(+/- 4642 )",55773,"(+/- 4020 )",71575,"(+/- 5268 )",67000,"(+/- 4764 )",53221,"(+/- 3626 )",48713,"(+/- 3189 )",48632,"(+/- 3011 )",56566,"(+/- 2965 )",53129,"(+/- 3579 )",51864,"(+/- 2986 )",54449,"(+/- 3035 )",60140,"(+/- 3305 )",63080,"(+/- 4002 )",68050,"(+/- 3370 )",53603,"(+/- 3045 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",66707,"(+/- 3778 )",62645,"(+/- 3255 )",63552,"(+/- 4495 )",58240,"(+/- 3332 )",64783,"(+/- 3467 )",66526,"(+/- 3908 )",62923,"(+/- 4464 )",74038,"(+/- 4478 )",69507,"(+/- 3921 )",60283,"(+/- 4292 )",73455,"(+/- 4461 )",59871,"(+/- 5142 )",74042,"(+/- 5013 )",54776,"(+/- 3798 )",68881,"(+/- 3674 )",66156,"(+/- 4334 )",59090,"(+/- 3415 )",64967,"(+/- 3471 )",67651,"(+/- 3146 )",64148,"(+/- 2734 )",65352,"(+/- 3016 )",64319,"(+/- 2826 )",63934,"(+/- 3134 )",62364,"(+/- 2721 )",62698,"(+/- 3467 )",66329,"(+/- 3103 )",73480,"(+/- 4146 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",44526,"(+/- 3102 )",37039,"(+/- 2654 )",45790,"(+/- 2852 )",39716,"(+/- 2531 )",35506,"(+/- 3118 )",35894,"(+/- 3568 )",33587,"(+/- 2977 )",42013,"(+/- 2926 )",43505,"(+/- 3030 )",36027,"(+/- 3444 )",39780,"(+/- 2948 )",38570,"(+/- 4088 )",42882,"(+/- 4379 )",33573,"(+/- 3083 )",38506,"(+/- 3005 )",37845,"(+/- 3146 )",38416,"(+/- 2480 )",38922,"(+/- 3384 )",40983,"(+/- 2949 )",32435,"(+/- 2214 )",37197,"(+/- 2424 )",39235,"(+/- 2316 )",37441,"(+/- 1848 )",35282,"(+/- 2430 )",37645,"(+/- 2033 )",34833,"(+/- 2705 )",43054,"(+/- 2937 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",22970,"(+/- 2456 )",22712,"(+/- 2323 )",22409,"(+/- 2414 )",23604,"(+/- 1964 )",19862,"(+/- 2448 )",19455,"(+/- 1965 )",19653,"(+/- 2551 )",20547,"(+/- 2221 )",23483,"(+/- 1859 )",18389,"(+/- 2602 )",22457,"(+/- 2105 )",21014,"(+/- 3066 )",23187,"(+/- 2858 )",15059,"(+/- 1845 )",15654,"(+/- 1943 )",18976,"(+/- 2012 )",20495,"(+/- 2026 )",23305,"(+/- 2198 )",25999,"(+/- 2201 )",23354,"(+/- 1849 )",25637,"(+/- 2028 )",25571,"(+/- 1872 )",24587,"(+/- 1502 )",25074,"(+/- 1623 )",23115,"(+/- 1999 )",22942,"(+/- 1865 )",26987,"(+/- 2149 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",30413,"(+/- 2556 )",31237,"(+/- 2194 )",34904,"(+/- 2345 )",28678,"(+/- 2500 )",20808,"(+/- 1775 )",28044,"(+/- 2154 )",16128,"(+/- 1962 )",20149,"(+/- 2168 )",22747,"(+/- 2168 )",33280,"(+/- 3306 )",26364,"(+/- 2001 )",26083,"(+/- 3130 )",25107,"(+/- 2956 )",20427,"(+/- 2159 )",16907,"(+/- 2563 )",26081,"(+/- 2411 )",25187,"(+/- 2087 )",23299,"(+/- 2160 )",29647,"(+/- 2057 )",27976,"(+/- 2119 )",26697,"(+/- 1615 )",32766,"(+/- 1913 )",30880,"(+/- 1897 )",29143,"(+/- 1893 )",22759,"(+/- 1911 )",33184,"(+/- 2212 )",32655,"(+/- 2274 )"
Housing,Value,"Owner-occupied units",196459,"(+/- 5290 )",180445,"(+/- 4426 )",203843,"(+/- 5180 )",180731,"(+/- 4237 )",126334,"(+/- 4087 )",124830,"(+/- 4605 )",59119,"(+/- 2986 )",92547,"(+/- 3597 )",89579,"(+/- 3567 )",101997,"(+/- 5355 )",153508,"(+/- 4407 )",102182,"(+/- 5765 )",32205,"(+/- 3138 )",75803,"(+/- 2921 )",21193,"(+/- 2136 )",135363,"(+/- 4483 )",162334,"(+/- 4111 )",181341,"(+/- 3712 )",192701,"(+/- 4559 )",175171,"(+/- 3863 )",190771,"(+/- 4031 )",189763,"(+/- 3237 )",193069,"(+/- 3530 )",187381,"(+/- 3388 )",182421,"(+/- 3787 )",180723,"(+/- 4330 )",218220,"(+/- 4735 )"
Housing,Value,"Less than $50,000",2780,"(+/- 861 )",2667,"(+/- 739 )",1567,"(+/- 493 )",1657,"(+/- 423 )",2441,"(+/- 775 )",1218,"(+/- 516 )",1752,"(+/- 537 )",2184,"(+/- 691 )",1669,"(+/- 521 )",2274,"(+/- 759 )",2062,"(+/- 628 )",1365,"(+/- 541 )",1941,"(+/- 671 )",1646,"(+/- 588 )",2114,"(+/- 585 )",7499,"(+/- 1962 )",1846,"(+/- 580 )",4837,"(+/- 1146 )",11386,"(+/- 1408 )",5977,"(+/- 1151 )",19766,"(+/- 1690 )",17729,"(+/- 1542 )",25248,"(+/- 1995 )",10548,"(+/- 1445 )",9606,"(+/- 1273 )",14076,"(+/- 1716 )",13446,"(+/- 1483 )"
Housing,Value,"$50,000 to $99,999",2739,"(+/- 1026 )",1420,"(+/- 659 )",1069,"(+/- 441 )",1327,"(+/- 410 )",1138,"(+/- 538 )",1482,"(+/- 486 )",512,"(+/- 312 )",1604,"(+/- 671 )",1391,"(+/- 488 )",1271,"(+/- 466 )",1676,"(+/- 594 )",442,"(+/- 432 )",1026,"(+/- 486 )",1036,"(+/- 406 )",683,"(+/- 392 )",3827,"(+/- 845 )",2996,"(+/- 829 )",5670,"(+/- 1154 )",21884,"(+/- 1773 )",13168,"(+/- 1671 )",41184,"(+/- 2376 )",59212,"(+/- 2683 )",65862,"(+/- 2705 )",47887,"(+/- 2502 )",31840,"(+/- 2357 )",43791,"(+/- 2892 )",34330,"(+/- 2442 )"
Housing,Value,"$100,000 to $149,999",5758,"(+/- 1360 )",2131,"(+/- 681 )",1512,"(+/- 664 )",1821,"(+/- 675 )",2395,"(+/- 814 )",2414,"(+/- 727 )",404,"(+/- 265 )",2527,"(+/- 745 )",1477,"(+/- 517 )",2196,"(+/- 908 )",2363,"(+/- 684 )",463,"(+/- 507 )",979,"(+/- 398 )",2052,"(+/- 704 )",1133,"(+/- 626 )",7317,"(+/- 1156 )",2986,"(+/- 853 )",10169,"(+/- 1492 )",25423,"(+/- 2179 )",23452,"(+/- 2143 )",38668,"(+/- 2469 )",43733,"(+/- 2847 )",36694,"(+/- 2150 )",49218,"(+/- 2996 )",53355,"(+/- 3260 )",52417,"(+/- 2600 )",47724,"(+/- 3141 )"
Housing,Value,"$150,000 to $199,999",7029,"(+/- 1585 )",3915,"(+/- 806 )",3561,"(+/- 813 )",2772,"(+/- 789 )",1778,"(+/- 717 )",6346,"(+/- 1026 )",711,"(+/- 262 )",1298,"(+/- 571 )",2737,"(+/- 722 )",647,"(+/- 367 )",1531,"(+/- 503 )",803,"(+/- 437 )",1140,"(+/- 329 )",4391,"(+/- 1046 )",823,"(+/- 537 )",6281,"(+/- 1203 )",4441,"(+/- 900 )",15568,"(+/- 1748 )",34957,"(+/- 2564 )",34217,"(+/- 2506 )",32113,"(+/- 2453 )",30578,"(+/- 2214 )",25053,"(+/- 1729 )",35179,"(+/- 2301 )",37192,"(+/- 2594 )",34217,"(+/- 2482 )",42660,"(+/- 2587 )"
Housing,Value,"$200,000 to $299,999",34044,"(+/- 2745 )",26278,"(+/- 2474 )",9907,"(+/- 1327 )",15444,"(+/- 1774 )",5561,"(+/- 1128 )",16399,"(+/- 1540 )",2356,"(+/- 660 )",4498,"(+/- 1040 )",4641,"(+/- 773 )",2558,"(+/- 698 )",9254,"(+/- 1168 )",2379,"(+/- 1062 )",2719,"(+/- 812 )",6661,"(+/- 1243 )",2337,"(+/- 670 )",9424,"(+/- 1375 )",16963,"(+/- 2206 )",52890,"(+/- 3262 )",51106,"(+/- 2485 )",52312,"(+/- 2970 )",33134,"(+/- 2402 )",25477,"(+/- 2210 )",24352,"(+/- 2145 )",29866,"(+/- 2492 )",32272,"(+/- 2388 )",21914,"(+/- 2124 )",45258,"(+/- 3037 )"
Housing,Value,"$300,000 to $499,999",86914,"(+/- 3598 )",111832,"(+/- 4288 )",52819,"(+/- 2988 )",79664,"(+/- 3762 )",66778,"(+/- 3261 )",19368,"(+/- 2212 )",9613,"(+/- 1376 )",20014,"(+/- 1728 )",19477,"(+/- 2145 )",6657,"(+/- 1456 )",49876,"(+/- 2984 )",8966,"(+/- 1916 )",7157,"(+/- 1625 )",21096,"(+/- 1755 )",8843,"(+/- 1510 )",40312,"(+/- 3026 )",60406,"(+/- 2989 )",59837,"(+/- 3380 )",35052,"(+/- 2317 )",36842,"(+/- 2910 )",18406,"(+/- 2050 )",9018,"(+/- 1326 )",11506,"(+/- 1243 )",11368,"(+/- 1293 )",14170,"(+/- 1497 )",9280,"(+/- 1200 )",26895,"(+/- 1953 )"
Housing,Value,"$500,000 to $999,999",45210,"(+/- 2833 )",30181,"(+/- 2459 )",98319,"(+/- 3937 )",71480,"(+/- 3343 )",41828,"(+/- 2785 )",64729,"(+/- 3218 )",24659,"(+/- 1863 )",46339,"(+/- 2726 )",36189,"(+/- 2633 )",35203,"(+/- 2895 )",70804,"(+/- 3670 )",36444,"(+/- 3722 )",10674,"(+/- 1879 )",32665,"(+/- 2401 )",4907,"(+/- 1296 )",42725,"(+/- 2467 )",59851,"(+/- 2976 )",25368,"(+/- 2298 )",10560,"(+/- 1367 )",8207,"(+/- 1491 )",5853,"(+/- 971 )",2798,"(+/- 704 )",3561,"(+/- 572 )",2505,"(+/- 629 )",3129,"(+/- 708 )",4068,"(+/- 1040 )",5846,"(+/- 1078 )"
Housing,Value,"$1,000,000 or more",11985,"(+/- 1641 )",2021,"(+/- 805 )",35089,"(+/- 3097 )",6566,"(+/- 1121 )",4415,"(+/- 807 )",12874,"(+/- 1728 )",19112,"(+/- 1849 )",14083,"(+/- 1868 )",21998,"(+/- 1899 )",51191,"(+/- 4698 )",15942,"(+/- 1753 )",51320,"(+/- 4872 )",6569,"(+/- 1378 )",6256,"(+/- 1106 )",353,"(+/- 263 )",17978,"(+/- 1627 )",12845,"(+/- 1754 )",7002,"(+/- 1186 )",2333,"(+/- 649 )",996,"(+/- 392 )",1647,"(+/- 489 )",1218,"(+/- 539 )",793,"(+/- 322 )",810,"(+/- 387 )",857,"(+/- 398 )",960,"(+/- 553 )",2061,"(+/- 695 )"
Housing,Value,"Median (dollars)",386200,"(+/- 5432 )",382800,"(+/- 3715 )",619200,"(+/- 10209 )",472100,"(+/- 6161 )",460300,"(+/- 4832 )",608400,"(+/- 12322 )",733200,"(+/- 24310 )",599700,"(+/- 13377 )",652200,"(+/- 19478 )",1003300,"(+/- 46995 )",551100,"(+/- 12686 )",1004600,"(+/- 64487 )",543000,"(+/- 54909 )",512100,"(+/- 21384 )",385000,"(+/- 26008 )",463900,"(+/- 11472 )",473700,"(+/- 7202 )",303900,"(+/- 7722 )",204900,"(+/- 5211 )",217300,"(+/- 4277 )",144000,"(+/- 3843 )",118600,"(+/- 2476 )",106800,"(+/- 3153 )",135700,"(+/- 2373 )",146500,"(+/- 2569 )",127800,"(+/- 2876 )",162700,"(+/- 2700 )"
Housing,"Mortgage Status","Owner-occupied units",196459,"(+/- 5290 )",180445,"(+/- 4426 )",203843,"(+/- 5180 )",180731,"(+/- 4237 )",126334,"(+/- 4087 )",124830,"(+/- 4605 )",59119,"(+/- 2986 )",92547,"(+/- 3597 )",89579,"(+/- 3567 )",101997,"(+/- 5355 )",153508,"(+/- 4407 )",102182,"(+/- 5765 )",32205,"(+/- 3138 )",75803,"(+/- 2921 )",21193,"(+/- 2136 )",135363,"(+/- 4483 )",162334,"(+/- 4111 )",181341,"(+/- 3712 )",192701,"(+/- 4559 )",175171,"(+/- 3863 )",190771,"(+/- 4031 )",189763,"(+/- 3237 )",193069,"(+/- 3530 )",187381,"(+/- 3388 )",182421,"(+/- 3787 )",180723,"(+/- 4330 )",218220,"(+/- 4735 )"
Housing,"Mortgage Status","Housing units with a mortgage",124232,"(+/- 4850 )",125824,"(+/- 4476 )",118625,"(+/- 3758 )",119870,"(+/- 4417 )",89733,"(+/- 3950 )",62304,"(+/- 3245 )",36722,"(+/- 2431 )",61052,"(+/- 3166 )",56453,"(+/- 2923 )",51565,"(+/- 3898 )",97578,"(+/- 3875 )",49785,"(+/- 3647 )",19243,"(+/- 2521 )",42932,"(+/- 2940 )",13068,"(+/- 1909 )",85021,"(+/- 4341 )",107480,"(+/- 3908 )",124761,"(+/- 3997 )",108305,"(+/- 3321 )",109685,"(+/- 3504 )",105767,"(+/- 4025 )",103999,"(+/- 3268 )",100363,"(+/- 3390 )",115757,"(+/- 3580 )",119693,"(+/- 3666 )",108869,"(+/- 3841 )",135738,"(+/- 4364 )"
Housing,"Mortgage Status","Housing units without a mortgage",72227,"(+/- 3838 )",54621,"(+/- 2766 )",85218,"(+/- 4755 )",60861,"(+/- 3158 )",36601,"(+/- 2221 )",62526,"(+/- 3312 )",22397,"(+/- 1993 )",31495,"(+/- 2446 )",33126,"(+/- 2560 )",50432,"(+/- 4076 )",55930,"(+/- 3094 )",52397,"(+/- 4082 )",12962,"(+/- 2058 )",32871,"(+/- 2272 )",8125,"(+/- 1191 )",50342,"(+/- 3470 )",54854,"(+/- 3076 )",56580,"(+/- 3260 )",84396,"(+/- 3845 )",65486,"(+/- 3320 )",85004,"(+/- 3452 )",85764,"(+/- 3234 )",92706,"(+/- 3063 )",71624,"(+/- 2844 )",62728,"(+/- 3208 )",71854,"(+/- 3240 )",82482,"(+/- 3877 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",124232,"(+/- 4850 )",125824,"(+/- 4476 )",118625,"(+/- 3758 )",119870,"(+/- 4417 )",89733,"(+/- 3950 )",62304,"(+/- 3245 )",36722,"(+/- 2431 )",61052,"(+/- 3166 )",56453,"(+/- 2923 )",51565,"(+/- 3898 )",97578,"(+/- 3875 )",49785,"(+/- 3647 )",19243,"(+/- 2521 )",42932,"(+/- 2940 )",13068,"(+/- 1909 )",85021,"(+/- 4341 )",107480,"(+/- 3908 )",124761,"(+/- 3997 )",108305,"(+/- 3321 )",109685,"(+/- 3504 )",105767,"(+/- 4025 )",103999,"(+/- 3268 )",100363,"(+/- 3390 )",115757,"(+/- 3580 )",119693,"(+/- 3666 )",108869,"(+/- 3841 )",135738,"(+/- 4364 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",125,"(+/- 152 )",124,"(+/- 122 )",739,"(+/- 551 )",212,"(+/- 179 )",686,"(+/- 449 )",406,"(+/- 203 )",248,"(+/- 235 )",318,"(+/- 152 )",522,"(+/- 296 )",252,"(+/- 272 )",215,"(+/- 161 )",272,"(+/- 221 )",477,"(+/- 318 )",289,"(+/- 246 )",627,"(+/- 393 )",2669,"(+/- 1060 )",233,"(+/- 223 )",301,"(+/- 240 )",1218,"(+/- 481 )",841,"(+/- 349 )",2957,"(+/- 981 )",2119,"(+/- 605 )",3150,"(+/- 826 )",1023,"(+/- 337 )",1653,"(+/- 600 )",2966,"(+/- 693 )",2247,"(+/- 657 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",1768,"(+/- 732 )",1679,"(+/- 527 )",2884,"(+/- 817 )",3032,"(+/- 975 )",2213,"(+/- 653 )",6493,"(+/- 1183 )",1237,"(+/- 473 )",2464,"(+/- 790 )",3524,"(+/- 677 )",2468,"(+/- 808 )",3603,"(+/- 739 )",1951,"(+/- 694 )",1666,"(+/- 587 )",3583,"(+/- 845 )",1007,"(+/- 405 )",4968,"(+/- 1048 )",3200,"(+/- 910 )",2772,"(+/- 666 )",14499,"(+/- 1803 )",12310,"(+/- 1778 )",29320,"(+/- 1912 )",33611,"(+/- 2507 )",39394,"(+/- 2384 )",32752,"(+/- 2248 )",28649,"(+/- 2201 )",38185,"(+/- 2696 )",30678,"(+/- 2461 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",8774,"(+/- 1533 )",6494,"(+/- 1174 )",5339,"(+/- 955 )",4810,"(+/- 981 )",5483,"(+/- 920 )",7548,"(+/- 1025 )",2900,"(+/- 794 )",5480,"(+/- 983 )",4341,"(+/- 872 )",2971,"(+/- 874 )",11069,"(+/- 1997 )",2649,"(+/- 1099 )",2642,"(+/- 981 )",5282,"(+/- 1196 )",1369,"(+/- 448 )",6843,"(+/- 1278 )",4460,"(+/- 936 )",14020,"(+/- 1698 )",30099,"(+/- 2182 )",31660,"(+/- 2577 )",36787,"(+/- 2481 )",38912,"(+/- 2228 )",33115,"(+/- 1995 )",42836,"(+/- 3018 )",43473,"(+/- 2625 )",43632,"(+/- 2790 )",47381,"(+/- 3400 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",21957,"(+/- 2226 )",16845,"(+/- 1769 )",9910,"(+/- 1490 )",10713,"(+/- 1729 )",11798,"(+/- 1478 )",9669,"(+/- 1622 )",3848,"(+/- 884 )",8619,"(+/- 1311 )",8052,"(+/- 1211 )",5974,"(+/- 1344 )",17392,"(+/- 2027 )",5625,"(+/- 1781 )",2824,"(+/- 869 )",8274,"(+/- 1264 )",2259,"(+/- 565 )",8214,"(+/- 1473 )",8310,"(+/- 1138 )",26008,"(+/- 2366 )",28742,"(+/- 2275 )",30872,"(+/- 2319 )",20549,"(+/- 2024 )",16909,"(+/- 1882 )",13193,"(+/- 1499 )",22280,"(+/- 1854 )",25432,"(+/- 2040 )",13540,"(+/- 1614 )",28171,"(+/- 2348 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",26090,"(+/- 2249 )",25780,"(+/- 2588 )",14128,"(+/- 1667 )",17068,"(+/- 1831 )",19606,"(+/- 1563 )",10142,"(+/- 1341 )",5408,"(+/- 985 )",10405,"(+/- 1413 )",9614,"(+/- 1296 )",5051,"(+/- 1200 )",20046,"(+/- 2377 )",4883,"(+/- 1203 )",2701,"(+/- 753 )",6428,"(+/- 1137 )",3078,"(+/- 1029 )",9096,"(+/- 1727 )",14840,"(+/- 2001 )",28933,"(+/- 2563 )",16754,"(+/- 1614 )",18949,"(+/- 1968 )",7929,"(+/- 1239 )",7946,"(+/- 1165 )",6002,"(+/- 939 )",9969,"(+/- 1381 )",10376,"(+/- 1334 )",6188,"(+/- 1101 )",13732,"(+/- 1864 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",22752,"(+/- 2398 )",30998,"(+/- 2480 )",16883,"(+/- 1683 )",26291,"(+/- 2537 )",23859,"(+/- 2275 )",9269,"(+/- 1369 )",5730,"(+/- 1036 )",11468,"(+/- 1686 )",7576,"(+/- 1338 )",4880,"(+/- 1223 )",18103,"(+/- 2058 )",7517,"(+/- 1758 )",2706,"(+/- 975 )",6551,"(+/- 1119 )",1901,"(+/- 679 )",11524,"(+/- 1511 )",18456,"(+/- 2066 )",19481,"(+/- 2186 )",8348,"(+/- 1085 )",7876,"(+/- 1394 )",3855,"(+/- 780 )",1968,"(+/- 536 )",2987,"(+/- 709 )",4009,"(+/- 945 )",4481,"(+/- 893 )",1663,"(+/- 602 )",6802,"(+/- 1306 )"
