Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",24.7,"(+/- 3.0 )",16.3,"(+/- 2.4 )",31.9,"(+/- 3.7 )",19.2,"(+/- 2.6 )",11.1,"(+/- 2.1 )",21.2,"(+/- 2.9 )",18.6,"(+/- 2.6 )",12.4,"(+/- 1.8 )",28.8,"(+/- 2.8 )",20.6,"(+/- 3.1 )",38.1,"(+/- 2.9 )",9.0,"(+/- 1.6 )",26.9,"(+/- 3.2 )",12.3,"(+/- 2.1 )",15.2,"(+/- 2.1 )",11.7,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",30.9,"(+/- 5.2 )",18.1,"(+/- 3.8 )",34.5,"(+/- 4.5 )",23.7,"(+/- 4.3 )",12.5,"(+/- 2.9 )",25.4,"(+/- 4.5 )",23.5,"(+/- 4.1 )",12.8,"(+/- 3.1 )",29.8,"(+/- 4.8 )",24.7,"(+/- 4.9 )",42.1,"(+/- 4.9 )",9.4,"(+/- 2.7 )",37.0,"(+/- 5.7 )",16.4,"(+/- 4.4 )",16.9,"(+/- 3.8 )",14.0,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",22.4,"(+/- 2.9 )",15.6,"(+/- 2.6 )",30.8,"(+/- 3.9 )",17.6,"(+/- 2.8 )",10.6,"(+/- 2.2 )",19.8,"(+/- 3.3 )",16.9,"(+/- 2.9 )",12.2,"(+/- 2.1 )",28.4,"(+/- 3.2 )",19.1,"(+/- 3.1 )",36.6,"(+/- 3.2 )",8.9,"(+/- 1.8 )",23.4,"(+/- 3.2 )",11.0,"(+/- 1.9 )",14.6,"(+/- 2.3 )",10.9,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.8,"(+/- 0.9 )",10.6,"(+/- 0.8 )",18.7,"(+/- 1.2 )",10.7,"(+/- 0.9 )",9.3,"(+/- 0.7 )",13.0,"(+/- 0.9 )",10.2,"(+/- 0.8 )",10.3,"(+/- 0.8 )",17.2,"(+/- 1.0 )",12.9,"(+/- 0.8 )",22.0,"(+/- 1.0 )",7.8,"(+/- 0.9 )",15.0,"(+/- 0.8 )",7.9,"(+/- 0.8 )",10.5,"(+/- 0.7 )",6.8,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.6,"(+/- 1.3 )",7.8,"(+/- 1.2 )",14.2,"(+/- 2.2 )",6.5,"(+/- 1.1 )",7.2,"(+/- 1.2 )",7.5,"(+/- 1.1 )",7.3,"(+/- 1.3 )",6.4,"(+/- 1.2 )",9.5,"(+/- 1.2 )",6.8,"(+/- 1.1 )",14.0,"(+/- 1.5 )",6.3,"(+/- 1.4 )",6.9,"(+/- 1.0 )",6.2,"(+/- 1.0 )",6.4,"(+/- 0.9 )",5.7,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",12.6,"(+/- 1.5 )",9.4,"(+/- 1.1 )",19.7,"(+/- 2.0 )",10.3,"(+/- 1.2 )",6.3,"(+/- 0.9 )",11.5,"(+/- 1.3 )",10.0,"(+/- 1.2 )",7.5,"(+/- 0.9 )",16.8,"(+/- 1.4 )",11.6,"(+/- 1.4 )",21.8,"(+/- 1.5 )",5.7,"(+/- 0.9 )",14.3,"(+/- 1.4 )",6.8,"(+/- 0.9 )",8.7,"(+/- 1.1 )",6.0,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",27.1,"(+/- 2.0 )",22.4,"(+/- 2.1 )",28.2,"(+/- 2.0 )",23.0,"(+/- 2.0 )",25.0,"(+/- 2.0 )",29.6,"(+/- 1.9 )",23.3,"(+/- 2.3 )",25.5,"(+/- 2.0 )",28.9,"(+/- 1.7 )",25.5,"(+/- 1.9 )",34.7,"(+/- 1.7 )",20.5,"(+/- 2.3 )",26.9,"(+/- 1.9 )",18.4,"(+/- 1.9 )",24.2,"(+/- 1.9 )",16.2,"(+/- 1.9 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",196792,"(+/- 6349 )",158802,"(+/- 5968 )",205895,"(+/- 7060 )",167322,"(+/- 4697 )",181231,"(+/- 4209 )",144772,"(+/- 4262 )",162013,"(+/- 4351 )",186791,"(+/- 4343 )",169909,"(+/- 6948 )",186541,"(+/- 4198 )",170320,"(+/- 7679 )",200554,"(+/- 5188 )",166366,"(+/- 6180 )",164938,"(+/- 5610 )",185826,"(+/- 5544 )",164787,"(+/- 6141 )"
Education,"School Enrollment","Nursery school, preschool",11485,"(+/- 1821 )",11853,"(+/- 1448 )",11672,"(+/- 1857 )",10041,"(+/- 1538 )",10734,"(+/- 1307 )",8752,"(+/- 1385 )",9954,"(+/- 1822 )",11791,"(+/- 1591 )",8877,"(+/- 1565 )",10069,"(+/- 1687 )",9320,"(+/- 1842 )",12780,"(+/- 1688 )",8767,"(+/- 1505 )",10191,"(+/- 1446 )",9347,"(+/- 1410 )",11872,"(+/- 1690 )"
Education,"School Enrollment",Kindergarten,9141,"(+/- 1554 )",8063,"(+/- 1522 )",10605,"(+/- 1964 )",7801,"(+/- 1371 )",9885,"(+/- 1606 )",6722,"(+/- 1103 )",7549,"(+/- 1440 )",7684,"(+/- 1330 )",7921,"(+/- 1555 )",8082,"(+/- 1439 )",8648,"(+/- 1523 )",9691,"(+/- 1524 )",7106,"(+/- 1720 )",7790,"(+/- 1170 )",8287,"(+/- 1222 )",7688,"(+/- 1201 )"
Education,"School Enrollment","Elementary school (grades 1-8)",83327,"(+/- 3391 )",71184,"(+/- 3136 )",80812,"(+/- 3565 )",72653,"(+/- 2503 )",73200,"(+/- 3096 )",66843,"(+/- 2848 )",76031,"(+/- 3394 )",77445,"(+/- 2014 )",70686,"(+/- 4625 )",69509,"(+/- 2394 )",63070,"(+/- 3768 )",84148,"(+/- 3279 )",64957,"(+/- 3734 )",69834,"(+/- 2917 )",73146,"(+/- 3555 )",66560,"(+/- 3459 )"
Education,"School Enrollment","High school (grades 9-12)",39687,"(+/- 2821 )",36169,"(+/- 2330 )",38116,"(+/- 2664 )",41028,"(+/- 2473 )",39464,"(+/- 2225 )",34802,"(+/- 2114 )",37839,"(+/- 2493 )",39912,"(+/- 2056 )",39247,"(+/- 3028 )",35167,"(+/- 1745 )",34287,"(+/- 2442 )",44113,"(+/- 2571 )",34097,"(+/- 2609 )",42092,"(+/- 2233 )",42956,"(+/- 2446 )",35214,"(+/- 2177 )"
Education,"School Enrollment","College or graduate school",53152,"(+/- 4040 )",31533,"(+/- 3225 )",64690,"(+/- 4359 )",35799,"(+/- 2957 )",47948,"(+/- 3114 )",27653,"(+/- 2461 )",30640,"(+/- 2722 )",49959,"(+/- 3626 )",43178,"(+/- 3696 )",63714,"(+/- 3920 )",54995,"(+/- 4412 )",49822,"(+/- 3743 )",51439,"(+/- 3677 )",35031,"(+/- 3076 )",52090,"(+/- 3236 )",43453,"(+/- 3642 )"
Education,"Educational Attainment","Population 25 years and over",487770,"(+/- 6111 )",511061,"(+/- 7022 )",505262,"(+/- 7753 )",489406,"(+/- 4150 )",484134,"(+/- 3978 )",497981,"(+/- 5007 )",497279,"(+/- 5133 )",483999,"(+/- 1563 )",493632,"(+/- 7581 )",492212,"(+/- 1744 )",466472,"(+/- 6763 )",530679,"(+/- 6653 )",495163,"(+/- 6939 )",513067,"(+/- 5283 )",528238,"(+/- 6217 )",505530,"(+/- 7240 )"
Education,"Educational Attainment","Less than 9th grade",11996,"(+/- 2044 )",17426,"(+/- 2539 )",20857,"(+/- 3299 )",10592,"(+/- 1456 )",8121,"(+/- 1445 )",15400,"(+/- 2183 )",22953,"(+/- 2271 )",10048,"(+/- 1590 )",15493,"(+/- 1744 )",13181,"(+/- 1517 )",13700,"(+/- 1586 )",9791,"(+/- 1692 )",9235,"(+/- 1563 )",15662,"(+/- 1995 )",11062,"(+/- 1594 )",12715,"(+/- 1781 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",31712,"(+/- 3424 )",38817,"(+/- 3483 )",40205,"(+/- 4475 )",35434,"(+/- 2804 )",25822,"(+/- 2777 )",41827,"(+/- 3039 )",34852,"(+/- 3109 )",31997,"(+/- 2811 )",50822,"(+/- 4125 )",35716,"(+/- 3342 )",45768,"(+/- 3105 )",27877,"(+/- 3206 )",35731,"(+/- 3131 )",26008,"(+/- 2576 )",37625,"(+/- 2740 )",19243,"(+/- 2085 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",140066,"(+/- 7142 )",161287,"(+/- 6246 )",154272,"(+/- 7594 )",198983,"(+/- 6234 )",170967,"(+/- 5633 )",217743,"(+/- 5593 )",200143,"(+/- 5358 )",182648,"(+/- 5247 )",162215,"(+/- 6038 )",135686,"(+/- 5528 )",136087,"(+/- 5443 )",134552,"(+/- 5585 )",199288,"(+/- 5756 )",146469,"(+/- 5017 )",171473,"(+/- 6407 )",149330,"(+/- 5631 )"
Education,"Educational Attainment","Some college, no degree",89023,"(+/- 5002 )",90945,"(+/- 4816 )",112534,"(+/- 6218 )",103571,"(+/- 4431 )",95941,"(+/- 3946 )",90484,"(+/- 3948 )",99528,"(+/- 5194 )",98353,"(+/- 4376 )",112831,"(+/- 5193 )",109351,"(+/- 5265 )",111430,"(+/- 5204 )",98473,"(+/- 5148 )",97896,"(+/- 4913 )",98971,"(+/- 4384 )",96095,"(+/- 4596 )",107392,"(+/- 5051 )"
Education,"Educational Attainment","Associate's degree",43600,"(+/- 3624 )",43109,"(+/- 3381 )",38999,"(+/- 3429 )",47472,"(+/- 3088 )",52871,"(+/- 3268 )",52983,"(+/- 3580 )",42792,"(+/- 2947 )",40964,"(+/- 2524 )",43332,"(+/- 2798 )",49195,"(+/- 3209 )",32600,"(+/- 3027 )",41003,"(+/- 3383 )",38614,"(+/- 3269 )",45079,"(+/- 3134 )",42067,"(+/- 3498 )",44140,"(+/- 3482 )"
Education,"Educational Attainment","Bachelor's degree",107387,"(+/- 5529 )",93316,"(+/- 4921 )",91865,"(+/- 4693 )",58661,"(+/- 3957 )",79498,"(+/- 4380 )",49448,"(+/- 3451 )",65296,"(+/- 3739 )",73489,"(+/- 3649 )",70240,"(+/- 4006 )",85014,"(+/- 3445 )",68882,"(+/- 3672 )",140576,"(+/- 5227 )",75506,"(+/- 3921 )",110455,"(+/- 5079 )",102190,"(+/- 5157 )",110111,"(+/- 5325 )"
Education,"Educational Attainment","Graduate or professional degree",63986,"(+/- 3599 )",66161,"(+/- 3203 )",46530,"(+/- 3790 )",34693,"(+/- 2920 )",50914,"(+/- 3441 )",30096,"(+/- 2851 )",31715,"(+/- 2641 )",46500,"(+/- 3765 )",38699,"(+/- 2885 )",64069,"(+/- 3950 )",58005,"(+/- 3218 )",78407,"(+/- 4328 )",38893,"(+/- 2798 )",70423,"(+/- 3859 )",67726,"(+/- 3706 )",62599,"(+/- 3944 )"
Education,"Educational Attainment","Percent high school graduate or higher",91.0,"(+/- 0.8 )",89.0,"(+/- 0.7 )",87.9,"(+/- 1.1 )",90.6,"(+/- 0.6 )",93.0,"(+/- 0.6 )",88.5,"(+/- 0.8 )",88.4,"(+/- 0.7 )",91.3,"(+/- 0.6 )",86.6,"(+/- 0.9 )",90.1,"(+/- 0.7 )",87.3,"(+/- 0.8 )",92.9,"(+/- 0.7 )",90.9,"(+/- 0.7 )",91.9,"(+/- 0.6 )",90.8,"(+/- 0.6 )",93.7,"(+/- 0.5 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",35.1,"(+/- 1.2 )",31.2,"(+/- 1.1 )",27.4,"(+/- 1.2 )",19.1,"(+/- 1.1 )",26.9,"(+/- 1.1 )",16.0,"(+/- 0.9 )",19.5,"(+/- 0.9 )",24.8,"(+/- 1.0 )",22.1,"(+/- 1.0 )",30.3,"(+/- 1.0 )",27.2,"(+/- 0.9 )",41.3,"(+/- 1.1 )",23.1,"(+/- 0.9 )",35.3,"(+/- 1.0 )",32.2,"(+/- 1.1 )",34.2,"(+/- 1.2 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",390697,G,266754,G,371971,G,271591,G,308203,G,177481,G,217664,G,246245,G,250566,G,295801,G,417631,G,323352,G,258120,G,327767,G,234597,G,295771,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",14,J,134,H,a,D,87,H,176,G,94,H,107,H,129,G,17,J,40,H,27,G,72,H,27,J,101,J,138,H,36,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",133,H,238,J,131,J,417,H,304,G,3769,G,1672,G,201,H,154,H,55,J,223,J,591,G,293,G,470,H,714,H,464,G
Business,"Paid employees for pay period including March 12",Utilities,1639,J,1171,G,h,D,871,J,1501,H,2510,H,864,J,527,H,586,J,f,D,3149,J,1297,G,1039,J,1699,J,1542,J,620,J
Business,"Paid employees for pay period including March 12",Construction,17577,G,11609,G,14433,G,10700,G,11283,G,8756,G,12786,G,10592,G,10035,G,10291,G,12701,G,12421,G,11945,G,12788,G,8686,G,12170,G
Business,"Paid employees for pay period including March 12",Manufacturing,35826,G,26576,G,24204,G,78428,G,66924,G,25794,G,49317,G,47440,G,42818,G,33552,G,34783,G,26041,G,43787,G,59664,G,26260,G,41014,G
Business,"Paid employees for pay period including March 12","Wholesale trade",20391,G,14438,G,18907,G,11675,G,11787,G,6547,G,10136,G,17303,G,11325,G,10934,G,19625,G,9304,G,11750,G,25624,G,12325,G,14709,G
Business,"Paid employees for pay period including March 12","Retail trade",37735,G,38195,G,38732,G,31568,G,39349,G,27534,G,31495,G,32665,G,28706,G,39089,G,29113,G,36574,G,39461,G,38748,G,36395,G,47426,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",9327,G,7574,G,27330,G,9613,G,14450,G,8296,G,5426,G,15482,G,11114,G,9486,H,7456,G,8617,H,7539,G,5983,G,15200,G,10453,G
Business,"Paid employees for pay period including March 12",Information,10813,G,6607,H,6446,G,2677,G,2888,G,1583,G,2299,G,2359,G,4077,G,9006,G,7271,G,7806,G,3641,H,5041,G,5640,G,5770,H
Business,"Paid employees for pay period including March 12","Finance and insurance",24659,G,17456,H,32628,G,5692,G,9303,G,5115,G,5412,G,12359,G,7356,H,12461,G,25238,G,37786,H,5257,G,21956,H,9547,G,13165,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",5871,G,4060,G,7366,G,2013,G,3258,G,1872,H,1731,G,2556,G,4196,G,3649,G,10311,G,3624,G,3794,G,5211,H,3535,G,3316,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",29691,G,21528,G,20701,G,10662,G,12096,G,4279,G,5544,H,6558,G,7513,G,24138,G,31416,G,20205,G,8372,G,17498,G,11911,G,12329,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",24578,H,5242,G,14703,G,4986,H,5998,G,1480,H,3534,G,5052,G,11252,G,5401,G,17217,G,14884,G,11180,H,12129,G,5052,G,7520,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",24042,G,17125,G,26568,G,13441,G,33067,H,7175,G,9413,G,13817,G,12983,G,15730,G,23885,G,23915,G,14057,G,24092,G,14430,G,18531,G
Business,"Paid employees for pay period including March 12","Educational services",9680,G,4088,G,9381,G,8234,H,6117,H,4116,J,4942,H,3974,H,7414,G,12114,H,24237,H,8741,H,4196,H,5672,G,2697,G,5210,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",74638,H,44306,G,72737,G,42532,G,43150,G,39772,G,37523,G,35161,G,45258,G,59166,G,114232,H,56385,G,46607,G,41097,G,35960,G,50873,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",8061,G,3596,G,5395,H,2843,G,2428,G,1405,G,2522,G,2472,G,7177,H,3702,H,8807,G,4674,G,3536,G,4961,H,3303,G,3853,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",40769,G,30159,G,33706,G,23713,G,31171,G,19583,G,21501,G,26866,G,28082,G,33233,G,32390,G,35395,G,28796,G,31348,G,30934,G,33830,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",15229,G,12625,G,15000,G,11409,G,12935,G,7762,G,11394,G,10715,G,10485,G,12830,G,15530,G,14986,G,12827,G,13651,G,10305,G,14444,G
Business,"Paid employees for pay period including March 12","Industries not classified",24,J,27,J,14,G,30,J,18,J,39,J,46,J,17,J,18,J,45,J,20,J,34,J,16,J,34,J,23,J,38,H
Business,"Annual payroll ($1,000)","Total for all sectors",22595879,G,12206293,G,18808242,G,11247736,G,12205127,G,6297536,G,8118847,G,10150092,G,11000375,G,13481250,G,23071512,G,15906298,G,10070405,G,15992944,G,9555163,G,12129737,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",251,G,2979,G,D,D,3318,G,7373,G,3252,G,4911,H,5295,G,383,H,1296,G,671,H,1960,G,761,H,2399,H,3985,G,935,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",6843,G,9304,H,7825,J,24206,H,13701,G,285554,H,83813,G,10471,H,8189,H,3589,H,16841,J,43410,G,12744,G,28042,H,40038,H,26472,G
Business,"Annual payroll ($1,000)",Utilities,160581,H,99776,G,D,D,64695,H,141328,H,219016,H,68445,J,44531,H,52529,J,D,D,333628,J,113248,G,73018,J,153379,J,140823,J,47503,J
Business,"Annual payroll ($1,000)",Construction,1006423,G,617482,G,945830,G,587212,G,690807,G,466953,G,716072,G,573013,G,627222,G,556509,G,878612,G,797476,G,639956,G,811164,G,489405,G,702227,G
Business,"Annual payroll ($1,000)",Manufacturing,2369977,G,1493055,G,1224359,G,4321635,G,3598866,G,1253017,G,2299400,G,2521885,G,2544466,G,1938200,G,2127627,G,1390620,G,2439746,G,3526231,G,1340062,G,2232562,G
Business,"Annual payroll ($1,000)","Wholesale trade",1402011,G,942055,G,1251710,G,563343,G,613031,G,286175,G,515739,G,1049612,G,656453,G,672389,G,1226806,G,636702,G,610957,G,1680569,G,683603,G,883066,G
Business,"Annual payroll ($1,000)","Retail trade",1026548,G,1011508,G,1242034,G,776059,G,967574,G,651452,G,763430,G,866923,G,707346,G,952914,G,733489,G,983018,G,988395,G,978842,G,893164,G,1168102,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",413051,G,449207,G,1516929,G,415863,G,663446,G,373209,G,232342,G,657081,G,550251,G,430767,G,348026,G,414951,G,326730,G,271089,G,651179,G,504459,G
Business,"Annual payroll ($1,000)",Information,957699,G,476460,G,464521,G,105293,G,124645,G,63799,G,94649,G,152983,G,206014,G,1039128,H,542450,G,562715,G,168920,H,354838,G,344907,G,343427,H
Business,"Annual payroll ($1,000)","Finance and insurance",2203406,H,1457050,H,2671075,G,280542,G,550498,G,236838,G,258793,G,844118,G,488873,G,805561,G,2385182,G,2781180,H,251482,G,1717033,H,660554,H,864701,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",327640,G,177714,G,407764,G,60439,G,181717,H,57673,G,60884,G,93274,G,235151,H,143176,G,633440,G,169589,G,146147,H,269878,G,151580,G,135610,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",2308868,G,1442995,G,1470578,G,542925,H,714848,G,188580,G,248766,G,365706,G,424431,G,1808898,G,2522507,G,1414853,G,417730,G,1141083,G,749672,G,750297,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",3603135,H,532950,G,1312819,H,471410,H,610316,G,88263,G,258202,G,427774,G,804203,G,422808,G,1765458,G,1430028,G,961121,H,1135311,H,382239,G,757851,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",817892,G,666338,G,927688,G,431512,G,718143,G,298692,G,305719,G,378480,G,349947,G,507345,G,835776,G,1094264,G,395981,G,991797,G,472324,G,669312,G
Business,"Annual payroll ($1,000)","Educational services",308318,G,133103,G,317527,G,208988,G,165554,H,92795,H,146929,H,87657,H,218683,G,333206,H,708999,H,270171,H,102781,H,166888,G,67121,G,142724,G
Business,"Annual payroll ($1,000)","Health care and social assistance",4023318,H,1813130,G,3316257,G,1784190,G,1692629,G,1288545,G,1450890,H,1358177,G,2062808,G,2850027,H,6268818,H,2621817,H,1798135,G,1783995,G,1581474,G,1929842,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",532298,G,91043,G,141618,H,44408,G,42201,G,28364,G,46571,G,41962,G,344424,J,66060,G,651002,G,106680,G,61482,G,103288,H,137706,H,66054,G
Business,"Annual payroll ($1,000)","Accommodation and food services",694392,G,452303,G,557770,G,318974,G,412822,G,257427,G,287398,G,374174,G,451008,G,503979,G,609134,G,557489,G,390238,G,485316,G,490058,G,509226,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",432262,G,337150,G,533792,G,242425,G,295201,G,157205,G,275642,G,296594,G,267741,G,365968,G,482607,G,515097,H,283691,G,391043,G,274854,G,394856,G
Business,"Annual payroll ($1,000)","Industries not classified",966,G,691,G,315,G,299,H,427,H,727,H,252,J,382,G,253,J,773,G,439,G,1030,G,390,G,759,G,415,G,511,H
Business,"Total Establishments","Total for all sectors",16813,X,15819,X,15069,X,14458,X,16205,X,12971,X,14281,X,13751,X,13397,X,15005,X,18423,X,17556,X,14797,X,20335,X,14076,X,18370,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",9,X,25,X,1,X,23,X,28,X,33,X,25,X,20,X,7,X,7,X,4,X,26,X,7,X,22,X,27,X,14,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",19,X,17,X,8,X,29,X,27,X,201,X,112,X,24,X,10,X,9,X,12,X,44,X,30,X,43,X,48,X,66,X
Business,"Total Establishments",Utilities,48,X,55,X,43,X,42,X,49,X,78,X,43,X,34,X,22,X,23,X,33,X,43,X,30,X,39,X,34,X,29,X
Business,"Total Establishments",Construction,1218,X,1218,X,878,X,1274,X,1318,X,1199,X,1633,X,1253,X,953,X,955,X,896,X,1241,X,1058,X,1818,X,1184,X,1619,X
Business,"Total Establishments",Manufacturing,810,X,665,X,525,X,1032,X,961,X,704,X,1225,X,915,X,837,X,814,X,1010,X,616,X,915,X,1443,X,522,X,1006,X
Business,"Total Establishments","Wholesale trade",1024,X,869,X,833,X,678,X,843,X,483,X,709,X,878,X,713,X,699,X,1208,X,788,X,791,X,1490,X,615,X,1066,X
Business,"Total Establishments","Retail trade",2186,X,2387,X,2263,X,2266,X,2406,X,2189,X,2180,X,2065,X,1981,X,2351,X,2273,X,2235,X,2369,X,2357,X,2030,X,2473,X
Business,"Total Establishments","Transportation and warehousing",382,X,343,X,543,X,514,X,594,X,575,X,516,X,529,X,429,X,314,X,430,X,369,X,375,X,437,X,485,X,628,X
Business,"Total Establishments",Information,353,X,272,X,297,X,190,X,223,X,149,X,150,X,226,X,188,X,246,X,333,X,340,X,220,X,293,X,256,X,248,X
Business,"Total Establishments","Finance and insurance",1137,X,1157,X,833,X,938,X,1212,X,791,X,755,X,847,X,747,X,941,X,1447,X,1431,X,892,X,1783,X,907,X,1326,X
Business,"Total Establishments","Real estate and rental and leasing",797,X,739,X,787,X,517,X,548,X,406,X,428,X,541,X,599,X,658,X,949,X,765,X,522,X,723,X,693,X,682,X
Business,"Total Establishments","Professional, scientific, and technical services",1955,X,1672,X,1547,X,949,X,1193,X,728,X,903,X,1016,X,1018,X,1620,X,2422,X,2175,X,1075,X,2206,X,1480,X,1865,X
Business,"Total Establishments","Management of companies and enterprises",301,X,150,X,160,X,87,X,114,X,72,X,75,X,95,X,105,X,120,X,200,X,186,X,113,X,212,X,102,X,159,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",901,X,877,X,830,X,693,X,805,X,594,X,754,X,634,X,642,X,747,X,946,X,1013,X,716,X,1392,X,708,X,1106,X
Business,"Total Establishments","Educational services",261,X,201,X,199,X,125,X,190,X,79,X,123,X,142,X,194,X,231,X,304,X,254,X,144,X,223,X,161,X,214,X
Business,"Total Establishments","Health care and social assistance",1828,X,1851,X,2087,X,1623,X,1842,X,1588,X,1360,X,1438,X,1523,X,1946,X,2119,X,2261,X,1952,X,1957,X,1660,X,2172,X
Business,"Total Establishments","Arts, entertainment, and recreation",268,X,254,X,165,X,250,X,237,X,184,X,219,X,198,X,258,X,196,X,270,X,307,X,209,X,298,X,230,X,272,X
Business,"Total Establishments","Accommodation and food services",1647,X,1425,X,1567,X,1375,X,1634,X,1160,X,1259,X,1270,X,1617,X,1507,X,1651,X,1694,X,1562,X,1683,X,1475,X,1585,X
Business,"Total Establishments","Other services (except public administration)",1647,X,1619,X,1488,X,1838,X,1965,X,1736,X,1792,X,1606,X,1541,X,1595,X,1896,X,1726,X,1804,X,1885,X,1435,X,1815,X
Business,"Total Establishments","Industries not classified",22,X,23,X,15,X,15,X,16,X,22,X,20,X,20,X,13,X,26,X,20,X,42,X,13,X,31,X,24,X,25,X

"Source: 2016 County Business Patterns for Congressional Districts"
