Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$200,000 or more",14090,"(+/- 1520 )",19222,"(+/- 1815 )",10853,"(+/- 1116 )",12442,"(+/- 1267 )",7827,"(+/- 1386 )",31660,"(+/- 2223 )",37018,"(+/- 2229 )",35301,"(+/- 2117 )",5656,"(+/- 1066 )",8763,"(+/- 1163 )",8953,"(+/- 1226 )",18640,"(+/- 1617 )",23021,"(+/- 2268 )",12430,"(+/- 1642 )",18086,"(+/- 1686 )",11449,"(+/- 1692 )",8478,"(+/- 1244 )",20521,"(+/- 1879 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Median household income (dollars)",45400,"(+/- 2723 )",39128,"(+/- 2118 )",52491,"(+/- 1424 )",63733,"(+/- 1631 )",50232,"(+/- 1213 )",82203,"(+/- 2132 )",90546,"(+/- 2736 )",84772,"(+/- 2826 )",49356,"(+/- 1539 )",53146,"(+/- 1424 )",57248,"(+/- 1214 )",62451,"(+/- 1407 )",62427,"(+/- 1986 )",45970,"(+/- 1462 )",63128,"(+/- 1980 )",61049,"(+/- 1338 )",52689,"(+/- 1634 )",67503,"(+/- 2092 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Mean household income (dollars)",67064,"(+/- 2577 )",70471,"(+/- 2511 )",70570,"(+/- 1535 )",80344,"(+/- 2135 )",64592,"(+/- 1646 )",110260,"(+/- 2714 )",121534,"(+/- 3430 )",111309,"(+/- 2477 )",63403,"(+/- 1870 )",70400,"(+/- 1897 )",71875,"(+/- 1435 )",84062,"(+/- 1957 )",90397,"(+/- 3041 )",66495,"(+/- 2238 )",84495,"(+/- 2278 )",76946,"(+/- 2107 )",68336,"(+/- 1822 )",89037,"(+/- 2076 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",720889,"(+/- 19187 )",719488,"(+/- 17935 )",676969,"(+/- 5795 )",718235,"(+/- 5334 )",672400,"(+/- 5580 )",719096,"(+/- 12499 )",711897,"(+/- 12670 )",708303,"(+/- 6140 )",677550,"(+/- 5599 )",678571,"(+/- 7840 )",684752,"(+/- 8704 )",678781,"(+/- 8529 )",720469,"(+/- 15761 )",677424,"(+/- 8509 )",726977,"(+/- 8677 )",724666,"(+/- 8567 )",681997,"(+/- 10528 )",704008,"(+/- 8590 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",667903,"(+/- 18276 )",680590,"(+/- 17059 )",642459,"(+/- 6514 )",676815,"(+/- 7275 )",639319,"(+/- 5658 )",690220,"(+/- 12441 )",673385,"(+/- 11661 )",681025,"(+/- 7216 )",639567,"(+/- 6631 )",631140,"(+/- 7730 )",648224,"(+/- 8781 )",660226,"(+/- 8670 )",672307,"(+/- 15294 )",643635,"(+/- 8746 )",682340,"(+/- 8843 )",649120,"(+/- 10107 )",647879,"(+/- 9911 )",684115,"(+/- 9139 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",399919,"(+/- 15218 )",431028,"(+/- 14005 )",477672,"(+/- 7755 )",532545,"(+/- 9131 )",497215,"(+/- 8422 )",589560,"(+/- 13280 )",585663,"(+/- 11844 )",591135,"(+/- 9557 )",467692,"(+/- 8959 )",484603,"(+/- 8380 )",516943,"(+/- 9118 )",536278,"(+/- 9165 )",495210,"(+/- 14950 )",480083,"(+/- 9726 )",529853,"(+/- 10062 )",472818,"(+/- 11458 )",484916,"(+/- 11083 )",569921,"(+/- 10123 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",332381,"(+/- 14377 )",325460,"(+/- 14443 )",279215,"(+/- 5925 )",250035,"(+/- 7485 )",254111,"(+/- 7204 )",202807,"(+/- 8523 )",188791,"(+/- 7789 )",193861,"(+/- 5239 )",289174,"(+/- 7516 )",264595,"(+/- 6373 )",244135,"(+/- 7473 )",250428,"(+/- 7903 )",264635,"(+/- 10800 )",265508,"(+/- 8839 )",254950,"(+/- 8855 )",268558,"(+/- 8709 )",275940,"(+/- 7745 )",236604,"(+/- 7275 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",52986,"(+/- 6700 )",38898,"(+/- 4778 )",34510,"(+/- 4638 )",41420,"(+/- 5233 )",33081,"(+/- 3446 )",28876,"(+/- 4087 )",38512,"(+/- 5954 )",27278,"(+/- 3714 )",37983,"(+/- 3547 )",47431,"(+/- 4837 )",36528,"(+/- 3603 )",18555,"(+/- 2092 )",48162,"(+/- 6168 )",33789,"(+/- 4066 )",44637,"(+/- 5181 )",75546,"(+/- 6844 )",34118,"(+/- 4362 )",19893,"(+/- 3097 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",174708,"(+/- 10142 )",158058,"(+/- 8346 )",148385,"(+/- 2758 )",170710,"(+/- 3067 )",141382,"(+/- 2935 )",169160,"(+/- 7072 )",171122,"(+/- 6950 )",156284,"(+/- 3153 )",148363,"(+/- 2854 )",152925,"(+/- 3455 )",145284,"(+/- 4117 )",146636,"(+/- 4859 )",171990,"(+/- 8894 )",124869,"(+/- 4508 )",172278,"(+/- 4663 )",188219,"(+/- 4790 )",144326,"(+/- 5114 )",150217,"(+/- 6055 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",4428,"(+/- 1732 )",4889,"(+/- 1995 )",6219,"(+/- 1800 )",6785,"(+/- 3002 )",6568,"(+/- 1502 )",5871,"(+/- 1742 )",11363,"(+/- 2854 )",3320,"(+/- 1245 )",8685,"(+/- 1674 )",10656,"(+/- 2320 )",7248,"(+/- 1730 )",1635,"(+/- 738 )",6845,"(+/- 2591 )",4006,"(+/- 1441 )",8233,"(+/- 2026 )",22954,"(+/- 4137 )",3553,"(+/- 1350 )",1659,"(+/- 640 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",18.2,"(+/- 1.9 )",16.1,"(+/- 1.8 )",8.9,"(+/- 1.0 )",6.2,"(+/- 0.9 )",8.7,"(+/- 0.9 )",4.6,"(+/- 0.7 )",2.8,"(+/- 0.6 )",3.3,"(+/- 0.6 )",9.2,"(+/- 1.0 )",7.2,"(+/- 0.9 )",6.9,"(+/- 0.8 )",6.1,"(+/- 0.8 )",10.2,"(+/- 1.3 )",11.4,"(+/- 1.6 )",7.8,"(+/- 1.2 )",8.4,"(+/- 1.0 )",9.6,"(+/- 1.1 )",5.1,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",24.1,"(+/- 3.0 )",23.0,"(+/- 2.8 )",15.3,"(+/- 2.0 )",11.2,"(+/- 1.8 )",16.7,"(+/- 2.2 )",7.3,"(+/- 1.3 )",4.1,"(+/- 1.0 )",5.3,"(+/- 1.4 )",15.1,"(+/- 2.0 )",12.9,"(+/- 1.9 )",12.3,"(+/- 1.7 )",10.5,"(+/- 1.8 )",16.8,"(+/- 2.6 )",21.8,"(+/- 3.3 )",12.3,"(+/- 2.2 )",14.5,"(+/- 2.1 )",18.8,"(+/- 2.6 )",8.3,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",20.2,"(+/- 5.5 )",23.2,"(+/- 7.3 )",15.3,"(+/- 4.7 )",9.5,"(+/- 4.0 )",24.1,"(+/- 5.8 )",7.6,"(+/- 3.7 )",4.8,"(+/- 2.2 )",3.9,"(+/- 2.2 )",18.3,"(+/- 4.4 )",16.8,"(+/- 3.8 )",12.5,"(+/- 4.1 )",6.7,"(+/- 2.8 )",17.0,"(+/- 6.1 )",22.0,"(+/- 5.1 )",8.2,"(+/- 4.3 )",11.7,"(+/- 3.8 )",17.7,"(+/- 5.2 )",11.6,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",11.0,"(+/- 2.0 )",5.9,"(+/- 1.7 )",3.5,"(+/- 0.6 )",2.6,"(+/- 0.7 )",3.4,"(+/- 0.6 )",1.9,"(+/- 0.5 )",1.6,"(+/- 0.5 )",2.1,"(+/- 0.5 )",4.1,"(+/- 0.8 )",3.3,"(+/- 0.5 )",2.8,"(+/- 0.6 )",2.6,"(+/- 0.5 )",5.6,"(+/- 1.2 )",5.0,"(+/- 1.3 )",3.5,"(+/- 0.8 )",3.9,"(+/- 0.9 )",3.6,"(+/- 0.8 )",2.1,"(+/- 0.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",12.4,"(+/- 3.2 )",6.3,"(+/- 2.8 )",4.8,"(+/- 1.2 )",4.4,"(+/- 1.5 )",5.0,"(+/- 1.4 )",2.0,"(+/- 0.9 )",1.9,"(+/- 0.8 )",2.6,"(+/- 1.0 )",4.4,"(+/- 1.1 )",4.7,"(+/- 1.1 )",4.6,"(+/- 1.4 )",3.2,"(+/- 1.1 )",9.3,"(+/- 2.4 )",8.7,"(+/- 2.9 )",4.4,"(+/- 1.7 )",6.4,"(+/- 2.0 )",6.6,"(+/- 2.1 )",2.1,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",12.2,"(+/- 7.0 )",3.1,"(+/- 2.6 )",6.3,"(+/- 3.3 )",3.1,"(+/- 2.6 )",7.7,"(+/- 4.3 )",0.7,"(+/- 0.8 )",1.6,"(+/- 1.4 )",2.4,"(+/- 1.7 )",1.7,"(+/- 1.4 )",8.8,"(+/- 3.7 )",1.5,"(+/- 1.5 )",2.2,"(+/- 2.3 )",5.0,"(+/- 3.4 )",5.4,"(+/- 4.6 )",1.0,"(+/- 1.8 )",3.1,"(+/- 2.5 )",0.7,"(+/- 1.0 )",0.6,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",30.4,"(+/- 4.5 )",28.8,"(+/- 3.9 )",32.2,"(+/- 4.6 )",21.7,"(+/- 3.6 )",31.2,"(+/- 3.9 )",20.0,"(+/- 4.0 )",11.2,"(+/- 3.0 )",9.6,"(+/- 3.4 )",29.6,"(+/- 4.2 )",27.7,"(+/- 4.2 )",24.0,"(+/- 3.9 )",26.1,"(+/- 4.1 )",24.0,"(+/- 4.7 )",27.1,"(+/- 3.9 )",25.5,"(+/- 4.7 )",28.2,"(+/- 4.4 )",30.4,"(+/- 3.7 )",18.9,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",37.5,"(+/- 5.6 )",35.3,"(+/- 5.6 )",42.8,"(+/- 6.1 )",31.1,"(+/- 5.1 )",44.5,"(+/- 5.6 )",29.8,"(+/- 6.1 )",16.4,"(+/- 4.9 )",16.3,"(+/- 5.9 )",38.7,"(+/- 5.3 )",38.4,"(+/- 5.7 )",34.2,"(+/- 5.5 )",37.5,"(+/- 6.3 )",31.1,"(+/- 6.5 )",38.2,"(+/- 5.8 )",31.8,"(+/- 6.1 )",37.7,"(+/- 6.4 )",44.7,"(+/- 5.7 )",28.6,"(+/- 6.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",36.7,"(+/- 13.4 )",51.2,"(+/- 15.6 )",38.7,"(+/- 14.5 )",33.2,"(+/- 14.9 )",55.2,"(+/- 11.9 )",37.8,"(+/- 16.8 )",28.2,"(+/- 14.7 )",14.3,"(+/- 12.7 )",57.5,"(+/- 11.9 )",40.5,"(+/- 11.7 )",43.4,"(+/- 14.1 )",31.5,"(+/- 14.4 )",48.5,"(+/- 17.7 )",50.0,"(+/- 12.1 )",35.4,"(+/- 16.6 )",46.2,"(+/- 15.5 )",54.2,"(+/- 12.9 )",47.0,"(+/- 18.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",23.9,"(+/- 1.7 )",26.0,"(+/- 1.7 )",13.2,"(+/- 1.0 )",9.9,"(+/- 1.0 )",14.9,"(+/- 0.8 )",7.2,"(+/- 0.8 )",5.1,"(+/- 0.7 )",5.9,"(+/- 0.7 )",13.4,"(+/- 1.0 )",11.3,"(+/- 0.8 )",10.4,"(+/- 0.9 )",8.9,"(+/- 0.8 )",14.3,"(+/- 1.3 )",16.7,"(+/- 1.3 )",11.1,"(+/- 1.1 )",12.4,"(+/- 1.1 )",13.1,"(+/- 1.1 )",7.6,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",30.6,"(+/- 4.0 )",29.4,"(+/- 3.9 )",19.2,"(+/- 2.3 )",14.9,"(+/- 2.0 )",18.8,"(+/- 2.1 )",7.9,"(+/- 1.6 )",5.0,"(+/- 1.2 )",7.6,"(+/- 2.1 )",18.4,"(+/- 2.8 )",16.4,"(+/- 2.3 )",15.3,"(+/- 2.3 )",12.2,"(+/- 2.1 )",21.2,"(+/- 3.4 )",25.7,"(+/- 4.0 )",15.6,"(+/- 2.6 )",17.7,"(+/- 2.4 )",22.8,"(+/- 3.3 )",9.0,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",30.3,"(+/- 4.1 )",29.2,"(+/- 3.8 )",19.1,"(+/- 2.3 )",14.3,"(+/- 2.0 )",18.5,"(+/- 2.1 )",7.8,"(+/- 1.5 )",4.9,"(+/- 1.2 )",7.0,"(+/- 2.0 )",18.1,"(+/- 2.8 )",16.2,"(+/- 2.3 )",15.0,"(+/- 2.3 )",11.9,"(+/- 2.1 )",21.1,"(+/- 3.4 )",25.4,"(+/- 4.0 )",14.9,"(+/- 2.5 )",17.6,"(+/- 2.5 )",22.4,"(+/- 3.3 )",8.9,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",31.3,"(+/- 5.6 )",30.6,"(+/- 6.4 )",24.7,"(+/- 4.2 )",17.6,"(+/- 3.4 )",27.4,"(+/- 4.1 )",7.0,"(+/- 2.1 )",7.1,"(+/- 2.6 )",8.4,"(+/- 3.3 )",18.5,"(+/- 3.4 )",20.9,"(+/- 3.2 )",18.9,"(+/- 4.2 )",12.8,"(+/- 3.0 )",23.2,"(+/- 5.2 )",28.6,"(+/- 4.8 )",15.5,"(+/- 3.9 )",20.0,"(+/- 3.5 )",26.0,"(+/- 5.1 )",11.3,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",29.9,"(+/- 4.5 )",28.6,"(+/- 4.2 )",17.1,"(+/- 2.4 )",13.2,"(+/- 2.1 )",15.4,"(+/- 1.9 )",8.0,"(+/- 1.8 )",4.1,"(+/- 1.2 )",6.5,"(+/- 2.0 )",18.0,"(+/- 3.0 )",14.7,"(+/- 2.7 )",13.6,"(+/- 2.4 )",11.7,"(+/- 2.3 )",20.3,"(+/- 3.5 )",24.0,"(+/- 4.7 )",14.7,"(+/- 2.6 )",16.6,"(+/- 2.8 )",21.0,"(+/- 3.4 )",8.1,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",22.0,"(+/- 1.5 )",25.1,"(+/- 1.4 )",11.6,"(+/- 0.8 )",8.5,"(+/- 0.8 )",13.9,"(+/- 0.7 )",7.0,"(+/- 0.7 )",5.2,"(+/- 0.7 )",5.4,"(+/- 0.6 )",12.1,"(+/- 0.8 )",9.9,"(+/- 0.7 )",9.1,"(+/- 0.7 )",8.0,"(+/- 0.6 )",12.3,"(+/- 1.0 )",14.9,"(+/- 1.0 )",9.8,"(+/- 1.0 )",10.6,"(+/- 0.9 )",10.6,"(+/- 0.8 )",7.2,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",20.0,"(+/- 2.8 )",15.9,"(+/- 1.6 )",8.6,"(+/- 1.1 )",5.9,"(+/- 1.0 )",8.7,"(+/- 1.1 )",6.4,"(+/- 1.1 )",6.1,"(+/- 1.2 )",6.3,"(+/- 1.2 )",8.6,"(+/- 1.2 )",8.1,"(+/- 1.0 )",5.8,"(+/- 0.8 )",7.3,"(+/- 0.9 )",8.6,"(+/- 1.5 )",11.1,"(+/- 1.3 )",7.6,"(+/- 1.3 )",7.9,"(+/- 1.3 )",7.7,"(+/- 1.4 )",6.9,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",20.8,"(+/- 2.2 )",18.1,"(+/- 2.1 )",10.0,"(+/- 1.0 )",7.5,"(+/- 1.0 )",9.5,"(+/- 0.9 )",4.7,"(+/- 0.8 )",3.0,"(+/- 0.7 )",3.5,"(+/- 0.7 )",9.7,"(+/- 1.1 )",8.3,"(+/- 0.9 )",7.6,"(+/- 1.0 )",6.6,"(+/- 0.9 )",11.5,"(+/- 1.6 )",12.8,"(+/- 1.7 )",8.4,"(+/- 1.3 )",10.0,"(+/- 1.2 )",10.7,"(+/- 1.3 )",5.1,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",33.3,"(+/- 2.0 )",41.7,"(+/- 1.8 )",25.2,"(+/- 2.0 )",20.8,"(+/- 1.9 )",32.6,"(+/- 1.6 )",18.5,"(+/- 2.1 )",18.1,"(+/- 2.0 )",17.9,"(+/- 1.9 )",28.2,"(+/- 2.3 )",24.8,"(+/- 1.7 )",21.3,"(+/- 1.6 )",18.7,"(+/- 1.4 )",26.8,"(+/- 2.2 )",24.9,"(+/- 1.3 )",22.5,"(+/- 2.3 )",24.4,"(+/- 2.4 )",22.9,"(+/- 1.8 )",18.8,"(+/- 2.0 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",180668,"(+/- 10006 )",194118,"(+/- 8450 )",152543,"(+/- 3752 )",165778,"(+/- 3732 )",168525,"(+/- 3225 )",173692,"(+/- 7815 )",173269,"(+/- 6190 )",160679,"(+/- 4111 )",147746,"(+/- 3213 )",148931,"(+/- 4347 )",147695,"(+/- 4748 )",146298,"(+/- 5461 )",176336,"(+/- 7517 )",152513,"(+/- 5195 )",181389,"(+/- 5891 )",172320,"(+/- 5529 )",148586,"(+/- 5356 )",150911,"(+/- 5805 )"
Education,"School Enrollment","Nursery school, preschool",12018,"(+/- 2620 )",13418,"(+/- 2252 )",10083,"(+/- 1459 )",8758,"(+/- 1403 )",7774,"(+/- 947 )",12249,"(+/- 1973 )",13344,"(+/- 2020 )",9620,"(+/- 1340 )",9333,"(+/- 1322 )",6631,"(+/- 1050 )",7828,"(+/- 1206 )",10760,"(+/- 1217 )",11841,"(+/- 2268 )",9084,"(+/- 1909 )",8941,"(+/- 1464 )",9499,"(+/- 1771 )",9547,"(+/- 1675 )",12562,"(+/- 1429 )"
Education,"School Enrollment",Kindergarten,9936,"(+/- 1971 )",8457,"(+/- 1634 )",6723,"(+/- 1069 )",9487,"(+/- 1725 )",7219,"(+/- 1168 )",7108,"(+/- 1191 )",6894,"(+/- 1205 )",6733,"(+/- 1106 )",7142,"(+/- 1245 )",5922,"(+/- 1032 )",8143,"(+/- 1406 )",6312,"(+/- 1104 )",8511,"(+/- 1484 )",5767,"(+/- 1389 )",8202,"(+/- 1396 )",8237,"(+/- 1668 )",5992,"(+/- 1259 )",6269,"(+/- 1152 )"
Education,"School Enrollment","Elementary school (grades 1-8)",72644,"(+/- 6005 )",61565,"(+/- 4302 )",63051,"(+/- 2447 )",70425,"(+/- 2795 )",57626,"(+/- 2086 )",71506,"(+/- 4321 )",71425,"(+/- 3671 )",67865,"(+/- 2286 )",63330,"(+/- 2593 )",66197,"(+/- 2660 )",59877,"(+/- 3378 )",66316,"(+/- 3912 )",75466,"(+/- 4620 )",48469,"(+/- 2544 )",74163,"(+/- 3195 )",78689,"(+/- 3400 )",61054,"(+/- 3342 )",62777,"(+/- 3930 )"
Education,"School Enrollment","High school (grades 9-12)",33312,"(+/- 3613 )",31317,"(+/- 3475 )",33875,"(+/- 1787 )",36629,"(+/- 2262 )",30140,"(+/- 1855 )",37387,"(+/- 2954 )",39303,"(+/- 3220 )",39592,"(+/- 2103 )",33525,"(+/- 1912 )",35544,"(+/- 1876 )",32285,"(+/- 2045 )",33338,"(+/- 2347 )",36066,"(+/- 3903 )",26100,"(+/- 2584 )",39796,"(+/- 2255 )",35576,"(+/- 2249 )",34207,"(+/- 2432 )",33437,"(+/- 2527 )"
Education,"School Enrollment","College or graduate school",52758,"(+/- 4413 )",79361,"(+/- 5431 )",38811,"(+/- 2760 )",40479,"(+/- 2365 )",65766,"(+/- 2603 )",45442,"(+/- 3876 )",42303,"(+/- 3281 )",36869,"(+/- 2641 )",34416,"(+/- 2816 )",34637,"(+/- 2562 )",39562,"(+/- 2999 )",29572,"(+/- 2559 )",44452,"(+/- 3960 )",63093,"(+/- 3747 )",50287,"(+/- 3379 )",40319,"(+/- 2792 )",37786,"(+/- 3208 )",35866,"(+/- 2837 )"
Education,"Educational Attainment","Population 25 years and over",492902,"(+/- 12584 )",491602,"(+/- 12273 )",486889,"(+/- 3865 )",506704,"(+/- 4165 )",477984,"(+/- 3947 )",505918,"(+/- 7879 )",502275,"(+/- 8249 )",509723,"(+/- 3778 )",486776,"(+/- 3818 )",490625,"(+/- 5403 )",499256,"(+/- 6003 )",504926,"(+/- 6138 )",508766,"(+/- 11564 )",494871,"(+/- 6342 )",500152,"(+/- 5966 )",484189,"(+/- 4997 )",498266,"(+/- 6963 )",519018,"(+/- 5639 )"
Education,"Educational Attainment","Less than 9th grade",28326,"(+/- 3814 )",15498,"(+/- 2783 )",13414,"(+/- 1806 )",15731,"(+/- 1825 )",13355,"(+/- 1848 )",10823,"(+/- 1743 )",15165,"(+/- 1953 )",10854,"(+/- 1742 )",15438,"(+/- 1997 )",14439,"(+/- 1570 )",13568,"(+/- 1498 )",7956,"(+/- 1315 )",22104,"(+/- 3375 )",10404,"(+/- 1684 )",18461,"(+/- 2584 )",33043,"(+/- 3237 )",15992,"(+/- 2146 )",8815,"(+/- 1227 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",49044,"(+/- 4408 )",38898,"(+/- 3886 )",31111,"(+/- 2780 )",35160,"(+/- 3427 )",28438,"(+/- 2318 )",21363,"(+/- 2144 )",18496,"(+/- 1797 )",20535,"(+/- 2489 )",37245,"(+/- 3074 )",37509,"(+/- 2852 )",33300,"(+/- 3085 )",20978,"(+/- 1884 )",31516,"(+/- 3757 )",24322,"(+/- 2913 )",33799,"(+/- 2814 )",42841,"(+/- 3446 )",37154,"(+/- 3416 )",19201,"(+/- 2184 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",173765,"(+/- 7619 )",150300,"(+/- 8214 )",194130,"(+/- 4748 )",184322,"(+/- 5760 )",203473,"(+/- 5344 )",140423,"(+/- 5522 )",131213,"(+/- 4884 )",145390,"(+/- 5773 )",215649,"(+/- 4730 )",203702,"(+/- 5654 )",202239,"(+/- 5772 )",177878,"(+/- 4369 )",165191,"(+/- 7521 )",150209,"(+/- 6819 )",175183,"(+/- 6056 )",167687,"(+/- 6385 )",195539,"(+/- 7028 )",158204,"(+/- 5259 )"
Education,"Educational Attainment","Some college, no degree",71555,"(+/- 5809 )",83557,"(+/- 5179 )",75985,"(+/- 3731 )",80132,"(+/- 4189 )",67529,"(+/- 3384 )",72182,"(+/- 4272 )",73560,"(+/- 3914 )",86687,"(+/- 4709 )",74293,"(+/- 3819 )",81825,"(+/- 4779 )",82143,"(+/- 4070 )",80477,"(+/- 4125 )",73854,"(+/- 5710 )",86400,"(+/- 3877 )",80028,"(+/- 3669 )",74790,"(+/- 3473 )",90309,"(+/- 4823 )",81510,"(+/- 4030 )"
Education,"Educational Attainment","Associate's degree",30341,"(+/- 3665 )",26302,"(+/- 3565 )",43403,"(+/- 2753 )",48949,"(+/- 3321 )",43172,"(+/- 2729 )",37806,"(+/- 2957 )",35404,"(+/- 2833 )",39180,"(+/- 2981 )",45460,"(+/- 2827 )",42770,"(+/- 3165 )",44917,"(+/- 3223 )",52870,"(+/- 3354 )",30091,"(+/- 2824 )",47091,"(+/- 3221 )",46098,"(+/- 2796 )",35183,"(+/- 2740 )",45942,"(+/- 3457 )",53018,"(+/- 3253 )"
Education,"Educational Attainment","Bachelor's degree",80574,"(+/- 5761 )",91094,"(+/- 5581 )",85961,"(+/- 3764 )",88479,"(+/- 3925 )",74424,"(+/- 3492 )",134387,"(+/- 4725 )",130577,"(+/- 5238 )",121419,"(+/- 5153 )",63731,"(+/- 3601 )",69268,"(+/- 3725 )",76549,"(+/- 3713 )",98221,"(+/- 4804 )",112547,"(+/- 5442 )",100209,"(+/- 4856 )",88858,"(+/- 4442 )",82346,"(+/- 4470 )",74067,"(+/- 3962 )",124686,"(+/- 5334 )"
Education,"Educational Attainment","Graduate or professional degree",59297,"(+/- 4543 )",85953,"(+/- 4517 )",42885,"(+/- 3003 )",53931,"(+/- 2944 )",47593,"(+/- 2890 )",88934,"(+/- 4293 )",97860,"(+/- 4333 )",85658,"(+/- 4406 )",34960,"(+/- 2360 )",41112,"(+/- 2704 )",46540,"(+/- 3485 )",66546,"(+/- 4297 )",73463,"(+/- 4594 )",76236,"(+/- 3725 )",57725,"(+/- 3950 )",48299,"(+/- 3851 )",39263,"(+/- 2688 )",73584,"(+/- 3666 )"
Education,"Educational Attainment","Percent high school graduate or higher",84.3,"(+/- 1.2 )",88.9,"(+/- 0.9 )",90.9,"(+/- 0.6 )",90.0,"(+/- 0.7 )",91.3,"(+/- 0.6 )",93.6,"(+/- 0.5 )",93.3,"(+/- 0.5 )",93.8,"(+/- 0.6 )",89.2,"(+/- 0.7 )",89.4,"(+/- 0.6 )",90.6,"(+/- 0.7 )",94.3,"(+/- 0.4 )",89.5,"(+/- 1.0 )",93.0,"(+/- 0.6 )",89.6,"(+/- 0.7 )",84.3,"(+/- 0.8 )",89.3,"(+/- 0.8 )",94.6,"(+/- 0.5 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",28.4,"(+/- 1.3 )",36.0,"(+/- 1.2 )",26.5,"(+/- 0.9 )",28.1,"(+/- 0.9 )",25.5,"(+/- 0.8 )",44.1,"(+/- 0.9 )",45.5,"(+/- 1.1 )",40.6,"(+/- 1.3 )",20.3,"(+/- 0.9 )",22.5,"(+/- 0.9 )",24.7,"(+/- 0.9 )",32.6,"(+/- 1.0 )",36.6,"(+/- 1.3 )",35.7,"(+/- 1.2 )",29.3,"(+/- 1.1 )",27.0,"(+/- 1.1 )",22.7,"(+/- 0.9 )",38.2,"(+/- 1.1 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
