Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Housing,"Housing Occupancy","Homeowner vacancy rate",2.3,"(+/- 0.7 )",1.9,"(+/- 0.6 )",2.2,"(+/- 0.7 )",1.2,"(+/- 0.5 )",2.6,"(+/- 0.9 )",2.2,"(+/- 0.7 )",2.1,"(+/- 0.8 )",1.3,"(+/- 0.5 )",2.3,"(+/- 0.9 )",2.6,"(+/- 0.9 )",2.5,"(+/- 0.6 )",1.7,"(+/- 0.5 )",2.0,"(+/- 0.6 )",2.6,"(+/- 0.8 )",2.1,"(+/- 0.7 )",2.2,"(+/- 0.5 )",2.4,"(+/- 0.6 )",2.3,"(+/- 0.6 )",3.0,"(+/- 0.8 )",2.2,"(+/- 0.9 )",2.4,"(+/- 0.7 )",1.5,"(+/- 0.5 )",1.1,"(+/- 0.5 )",1.2,"(+/- 0.6 )",1.5,"(+/- 0.7 )",1.8,"(+/- 0.7 )",2.7,"(+/- 1.0 )"
Housing,"Housing Occupancy","Rental vacancy rate",12.3,"(+/- 1.9 )",15.3,"(+/- 2.2 )",13.0,"(+/- 1.9 )",6.5,"(+/- 1.6 )",7.3,"(+/- 1.3 )",4.4,"(+/- 1.2 )",9.1,"(+/- 1.8 )",13.8,"(+/- 2.3 )",6.3,"(+/- 1.6 )",10.7,"(+/- 1.6 )",14.7,"(+/- 3.6 )",6.3,"(+/- 1.9 )",10.0,"(+/- 1.6 )",6.0,"(+/- 1.1 )",7.2,"(+/- 1.7 )",13.8,"(+/- 1.9 )",9.3,"(+/- 2.0 )",11.3,"(+/- 2.6 )",11.8,"(+/- 2.2 )",7.4,"(+/- 1.4 )",6.0,"(+/- 1.4 )",12.5,"(+/- 2.2 )",9.7,"(+/- 1.8 )",5.6,"(+/- 1.0 )",5.0,"(+/- 1.0 )",8.0,"(+/- 1.6 )",9.3,"(+/- 1.4 )"
Housing,"Housing Tenure","Occupied housing units",297700,"(+/- 4715 )",269813,"(+/- 5371 )",266829,"(+/- 4406 )",304912,"(+/- 4956 )",269908,"(+/- 5129 )",308131,"(+/- 5184 )",289203,"(+/- 5068 )",291341,"(+/- 5152 )",273983,"(+/- 5900 )",278232,"(+/- 5795 )",321140,"(+/- 6524 )",314204,"(+/- 4992 )",304154,"(+/- 5079 )",301090,"(+/- 5034 )",278634,"(+/- 6852 )",315102,"(+/- 5132 )",299235,"(+/- 6599 )",293652,"(+/- 5411 )",313159,"(+/- 6738 )",247808,"(+/- 5684 )",295802,"(+/- 5824 )",303636,"(+/- 7401 )",267627,"(+/- 5059 )",239380,"(+/- 5897 )",246558,"(+/- 5782 )",227080,"(+/- 5719 )",271651,"(+/- 4954 )"
Housing,"Housing Tenure",Owner-occupied,198729,"(+/- 4553 )",195650,"(+/- 4718 )",175532,"(+/- 4903 )",206653,"(+/- 4856 )",138131,"(+/- 4993 )",219339,"(+/- 4736 )",172998,"(+/- 4779 )",218091,"(+/- 5391 )",177869,"(+/- 6264 )",147442,"(+/- 6198 )",261043,"(+/- 5535 )",225849,"(+/- 5304 )",197132,"(+/- 4452 )",155290,"(+/- 4513 )",177468,"(+/- 5891 )",232889,"(+/- 4614 )",230613,"(+/- 5999 )",216695,"(+/- 5884 )",223717,"(+/- 5816 )",137536,"(+/- 4993 )",211375,"(+/- 5707 )",195812,"(+/- 5480 )",176631,"(+/- 5186 )",108276,"(+/- 3918 )",140270,"(+/- 4727 )",139494,"(+/- 5408 )",129663,"(+/- 4738 )"
Housing,"Housing Tenure",Renter-occupied,98971,"(+/- 3310 )",74163,"(+/- 4501 )",91297,"(+/- 4238 )",98259,"(+/- 5048 )",131777,"(+/- 6030 )",88792,"(+/- 4354 )",116205,"(+/- 5057 )",73250,"(+/- 3931 )",96114,"(+/- 5130 )",130790,"(+/- 5555 )",60097,"(+/- 4065 )",88355,"(+/- 4660 )",107022,"(+/- 4237 )",145800,"(+/- 5145 )",101166,"(+/- 4797 )",82213,"(+/- 4301 )",68622,"(+/- 4159 )",76957,"(+/- 4564 )",89442,"(+/- 4382 )",110272,"(+/- 4614 )",84427,"(+/- 3839 )",107824,"(+/- 4798 )",90996,"(+/- 5141 )",131104,"(+/- 5331 )",106288,"(+/- 5001 )",87586,"(+/- 4027 )",141988,"(+/- 5259 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.49,"(+/- 0.06 )",2.57,"(+/- 0.05 )",2.67,"(+/- 0.07 )",2.65,"(+/- 0.05 )",2.61,"(+/- 0.07 )",2.38,"(+/- 0.05 )",2.68,"(+/- 0.05 )",2.59,"(+/- 0.05 )",3.13,"(+/- 0.07 )",3.01,"(+/- 0.09 )",2.27,"(+/- 0.05 )",2.42,"(+/- 0.04 )",2.32,"(+/- 0.05 )",2.70,"(+/- 0.06 )",2.84,"(+/- 0.06 )",2.48,"(+/- 0.06 )",2.44,"(+/- 0.05 )",2.53,"(+/- 0.05 )",2.42,"(+/- 0.06 )",3.10,"(+/- 0.09 )",2.54,"(+/- 0.05 )",2.47,"(+/- 0.07 )",2.79,"(+/- 0.07 )",3.49,"(+/- 0.12 )",3.19,"(+/- 0.09 )",3.44,"(+/- 0.09 )",2.95,"(+/- 0.08 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.46,"(+/- 0.08 )",2.50,"(+/- 0.11 )",2.57,"(+/- 0.10 )",2.41,"(+/- 0.08 )",2.55,"(+/- 0.07 )",2.60,"(+/- 0.09 )",2.45,"(+/- 0.06 )",2.53,"(+/- 0.12 )",3.16,"(+/- 0.12 )",2.89,"(+/- 0.09 )",2.68,"(+/- 0.13 )",2.52,"(+/- 0.08 )",2.41,"(+/- 0.09 )",2.35,"(+/- 0.07 )",2.85,"(+/- 0.12 )",2.76,"(+/- 0.13 )",2.88,"(+/- 0.13 )",2.81,"(+/- 0.11 )",2.91,"(+/- 0.14 )",3.02,"(+/- 0.12 )",2.89,"(+/- 0.12 )",2.45,"(+/- 0.10 )",2.82,"(+/- 0.12 )",2.88,"(+/- 0.09 )",3.02,"(+/- 0.10 )",3.46,"(+/- 0.13 )",2.55,"(+/- 0.08 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",297700,"(+/- 4715 )",269813,"(+/- 5371 )",266829,"(+/- 4406 )",304912,"(+/- 4956 )",269908,"(+/- 5129 )",308131,"(+/- 5184 )",289203,"(+/- 5068 )",291341,"(+/- 5152 )",273983,"(+/- 5900 )",278232,"(+/- 5795 )",321140,"(+/- 6524 )",314204,"(+/- 4992 )",304154,"(+/- 5079 )",301090,"(+/- 5034 )",278634,"(+/- 6852 )",315102,"(+/- 5132 )",299235,"(+/- 6599 )",293652,"(+/- 5411 )",313159,"(+/- 6738 )",247808,"(+/- 5684 )",295802,"(+/- 5824 )",303636,"(+/- 7401 )",267627,"(+/- 5059 )",239380,"(+/- 5897 )",246558,"(+/- 5782 )",227080,"(+/- 5719 )",271651,"(+/- 4954 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",94938,"(+/- 4649 )",77533,"(+/- 4932 )",84186,"(+/- 4382 )",108266,"(+/- 5355 )",101009,"(+/- 5375 )",93736,"(+/- 4751 )",108680,"(+/- 5227 )",84410,"(+/- 5426 )",96024,"(+/- 5152 )",107774,"(+/- 5884 )",90420,"(+/- 5850 )",98705,"(+/- 4692 )",96976,"(+/- 4917 )",117614,"(+/- 4812 )",97955,"(+/- 4481 )",99409,"(+/- 4728 )",81480,"(+/- 4324 )",85157,"(+/- 4819 )",98055,"(+/- 5264 )",77091,"(+/- 4534 )",87897,"(+/- 4177 )",97861,"(+/- 5280 )",79824,"(+/- 4610 )",74062,"(+/- 4028 )",67635,"(+/- 4937 )",59464,"(+/- 4300 )",89101,"(+/- 4044 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",73698,"(+/- 4464 )",55762,"(+/- 3700 )",58393,"(+/- 4418 )",76151,"(+/- 4371 )",56178,"(+/- 3866 )",74384,"(+/- 4762 )",67106,"(+/- 4416 )",70072,"(+/- 4133 )",75862,"(+/- 4965 )",69782,"(+/- 4925 )",80842,"(+/- 3985 )",72685,"(+/- 3529 )",73422,"(+/- 3436 )",72163,"(+/- 4273 )",64497,"(+/- 4303 )",82353,"(+/- 4327 )",79572,"(+/- 4440 )",72489,"(+/- 4444 )",84859,"(+/- 4982 )",66089,"(+/- 4411 )",75440,"(+/- 4119 )",72919,"(+/- 4620 )",68902,"(+/- 4480 )",61038,"(+/- 4113 )",59628,"(+/- 3606 )",61521,"(+/- 4022 )",73216,"(+/- 4133 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",63007,"(+/- 3264 )",67116,"(+/- 3839 )",62157,"(+/- 4524 )",67676,"(+/- 4217 )",53927,"(+/- 3772 )",75419,"(+/- 4462 )",57656,"(+/- 3521 )",73350,"(+/- 4239 )",63570,"(+/- 3930 )",58809,"(+/- 4310 )",96376,"(+/- 4541 )",85800,"(+/- 4327 )",63247,"(+/- 3380 )",55557,"(+/- 3706 )",65291,"(+/- 3249 )",78891,"(+/- 3870 )",83077,"(+/- 5012 )",79847,"(+/- 3539 )",81018,"(+/- 4009 )",57387,"(+/- 4307 )",76682,"(+/- 3660 )",68315,"(+/- 4099 )",61046,"(+/- 3319 )",53676,"(+/- 3760 )",68284,"(+/- 4105 )",58393,"(+/- 3678 )",50446,"(+/- 3252 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",36087,"(+/- 3039 )",37536,"(+/- 2981 )",33353,"(+/- 2734 )",30326,"(+/- 2511 )",28143,"(+/- 2329 )",39618,"(+/- 3209 )",30866,"(+/- 2824 )",37067,"(+/- 3377 )",24293,"(+/- 2277 )",24044,"(+/- 2808 )",36235,"(+/- 2741 )",36303,"(+/- 2842 )",38272,"(+/- 2924 )",29690,"(+/- 2702 )",29858,"(+/- 2621 )",32696,"(+/- 2435 )",33712,"(+/- 2983 )",36640,"(+/- 2803 )",33994,"(+/- 2972 )",27031,"(+/- 2653 )",37109,"(+/- 2575 )",40485,"(+/- 3302 )",38321,"(+/- 3391 )",25335,"(+/- 3153 )",30452,"(+/- 2496 )",29897,"(+/- 2938 )",30153,"(+/- 3354 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",15546,"(+/- 1859 )",17883,"(+/- 1906 )",16046,"(+/- 1729 )",14260,"(+/- 2031 )",13130,"(+/- 1886 )",16851,"(+/- 2247 )",15231,"(+/- 1624 )",16287,"(+/- 1879 )",9125,"(+/- 1600 )",11730,"(+/- 1907 )",12888,"(+/- 1556 )",15441,"(+/- 1857 )",18463,"(+/- 1638 )",13710,"(+/- 1785 )",12354,"(+/- 1822 )",13712,"(+/- 1819 )",13626,"(+/- 1587 )",13695,"(+/- 1646 )",10217,"(+/- 1393 )",10296,"(+/- 1453 )",12615,"(+/- 1480 )",16514,"(+/- 2252 )",12772,"(+/- 1243 )",14009,"(+/- 1638 )",13005,"(+/- 1698 )",11121,"(+/- 1477 )",15493,"(+/- 2089 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",14424,"(+/- 1831 )",13983,"(+/- 1993 )",12694,"(+/- 1985 )",8233,"(+/- 1371 )",17521,"(+/- 1809 )",8123,"(+/- 1213 )",9664,"(+/- 1242 )",10155,"(+/- 1634 )",5109,"(+/- 991 )",6093,"(+/- 1116 )",4379,"(+/- 917 )",5270,"(+/- 1035 )",13774,"(+/- 1535 )",12356,"(+/- 1569 )",8679,"(+/- 1273 )",8041,"(+/- 1304 )",7768,"(+/- 1112 )",5824,"(+/- 1063 )",5016,"(+/- 1350 )",9914,"(+/- 1710 )",6059,"(+/- 1207 )",7542,"(+/- 1176 )",6762,"(+/- 1184 )",11260,"(+/- 1306 )",7554,"(+/- 1296 )",6684,"(+/- 1134 )",13242,"(+/- 1560 )"
Housing,Value,"Owner-occupied units",198729,"(+/- 4553 )",195650,"(+/- 4718 )",175532,"(+/- 4903 )",206653,"(+/- 4856 )",138131,"(+/- 4993 )",219339,"(+/- 4736 )",172998,"(+/- 4779 )",218091,"(+/- 5391 )",177869,"(+/- 6264 )",147442,"(+/- 6198 )",261043,"(+/- 5535 )",225849,"(+/- 5304 )",197132,"(+/- 4452 )",155290,"(+/- 4513 )",177468,"(+/- 5891 )",232889,"(+/- 4614 )",230613,"(+/- 5999 )",216695,"(+/- 5884 )",223717,"(+/- 5816 )",137536,"(+/- 4993 )",211375,"(+/- 5707 )",195812,"(+/- 5480 )",176631,"(+/- 5186 )",108276,"(+/- 3918 )",140270,"(+/- 4727 )",139494,"(+/- 5408 )",129663,"(+/- 4738 )"
Housing,Value,"Less than $50,000",13969,"(+/- 1798 )",23806,"(+/- 2994 )",20881,"(+/- 2383 )",7501,"(+/- 1541 )",17501,"(+/- 1819 )",18397,"(+/- 1648 )",6548,"(+/- 1418 )",13839,"(+/- 1983 )",15558,"(+/- 1807 )",7061,"(+/- 1609 )",30454,"(+/- 2406 )",23814,"(+/- 2517 )",22818,"(+/- 2157 )",6857,"(+/- 1154 )",17586,"(+/- 1821 )",17710,"(+/- 1868 )",25841,"(+/- 2533 )",14497,"(+/- 2024 )",9114,"(+/- 1492 )",9565,"(+/- 1842 )",11074,"(+/- 1733 )",6697,"(+/- 1421 )",5908,"(+/- 1122 )",4417,"(+/- 980 )",6434,"(+/- 1299 )",3567,"(+/- 999 )",1641,"(+/- 615 )"
Housing,Value,"$50,000 to $99,999",32103,"(+/- 3120 )",35582,"(+/- 2909 )",31626,"(+/- 2852 )",12721,"(+/- 1779 )",33986,"(+/- 2729 )",23911,"(+/- 2314 )",12940,"(+/- 1858 )",26471,"(+/- 3024 )",23344,"(+/- 2510 )",14215,"(+/- 2057 )",43028,"(+/- 3166 )",36830,"(+/- 2810 )",22013,"(+/- 2207 )",14959,"(+/- 2009 )",20215,"(+/- 2096 )",18915,"(+/- 1880 )",35615,"(+/- 2794 )",16275,"(+/- 2461 )",13041,"(+/- 1516 )",18699,"(+/- 2172 )",19647,"(+/- 2050 )",15660,"(+/- 1941 )",11648,"(+/- 2005 )",10742,"(+/- 1545 )",7080,"(+/- 1345 )",3850,"(+/- 974 )",2458,"(+/- 900 )"
Housing,Value,"$100,000 to $149,999",33192,"(+/- 2884 )",31414,"(+/- 2656 )",32355,"(+/- 3141 )",20028,"(+/- 2343 )",31160,"(+/- 2882 )",32495,"(+/- 2804 )",17689,"(+/- 2222 )",30917,"(+/- 2683 )",22618,"(+/- 2814 )",19910,"(+/- 2303 )",46535,"(+/- 3769 )",30842,"(+/- 2521 )",25342,"(+/- 2435 )",19279,"(+/- 2029 )",26507,"(+/- 2800 )",21486,"(+/- 2086 )",34530,"(+/- 2794 )",21218,"(+/- 2431 )",20194,"(+/- 2737 )",18264,"(+/- 2133 )",19622,"(+/- 2237 )",14487,"(+/- 2204 )",12961,"(+/- 2018 )",16423,"(+/- 2071 )",11971,"(+/- 1868 )",7545,"(+/- 1465 )",4615,"(+/- 1157 )"
Housing,Value,"$150,000 to $199,999",35733,"(+/- 2756 )",29935,"(+/- 2781 )",29823,"(+/- 2482 )",29331,"(+/- 2688 )",25615,"(+/- 2460 )",44999,"(+/- 3350 )",29825,"(+/- 2971 )",39999,"(+/- 3035 )",35224,"(+/- 3248 )",22929,"(+/- 2638 )",45350,"(+/- 3663 )",32430,"(+/- 2977 )",32955,"(+/- 2670 )",23698,"(+/- 2008 )",36441,"(+/- 2859 )",32781,"(+/- 2716 )",41776,"(+/- 3679 )",27529,"(+/- 3106 )",33038,"(+/- 3369 )",27252,"(+/- 2649 )",24015,"(+/- 2250 )",22146,"(+/- 2218 )",17157,"(+/- 2155 )",21334,"(+/- 2138 )",17674,"(+/- 2290 )",14793,"(+/- 1610 )",9548,"(+/- 1484 )"
Housing,Value,"$200,000 to $299,999",43332,"(+/- 3030 )",40541,"(+/- 2657 )",35598,"(+/- 3191 )",56285,"(+/- 3825 )",20117,"(+/- 2147 )",57670,"(+/- 3415 )",49522,"(+/- 3561 )",49375,"(+/- 3959 )",50346,"(+/- 4523 )",34696,"(+/- 2982 )",59309,"(+/- 4002 )",52732,"(+/- 2885 )",41373,"(+/- 2872 )",36376,"(+/- 2568 )",49146,"(+/- 3768 )",57091,"(+/- 3601 )",47357,"(+/- 3157 )",51885,"(+/- 3593 )",51334,"(+/- 3262 )",36863,"(+/- 2796 )",48264,"(+/- 3738 )",34088,"(+/- 3019 )",34557,"(+/- 3313 )",29253,"(+/- 2571 )",40230,"(+/- 3536 )",42053,"(+/- 3066 )",23184,"(+/- 2353 )"
Housing,Value,"$300,000 to $499,999",26823,"(+/- 2579 )",26445,"(+/- 2309 )",19295,"(+/- 2277 )",55462,"(+/- 3289 )",7420,"(+/- 1479 )",29899,"(+/- 2498 )",39235,"(+/- 2926 )",41303,"(+/- 3115 )",25466,"(+/- 2378 )",34190,"(+/- 3382 )",26162,"(+/- 2359 )",39380,"(+/- 3028 )",30377,"(+/- 2324 )",32732,"(+/- 2438 )",21956,"(+/- 2384 )",52203,"(+/- 3342 )",31364,"(+/- 2438 )",54483,"(+/- 3050 )",51354,"(+/- 2933 )",20546,"(+/- 2260 )",57091,"(+/- 3102 )",58379,"(+/- 3016 )",58564,"(+/- 3425 )",16427,"(+/- 1547 )",42426,"(+/- 2947 )",51990,"(+/- 3781 )",37840,"(+/- 3074 )"
Housing,Value,"$500,000 to $999,999",11503,"(+/- 1884 )",6673,"(+/- 1152 )",5007,"(+/- 993 )",20003,"(+/- 2030 )",1414,"(+/- 527 )",9001,"(+/- 1600 )",14419,"(+/- 1850 )",13043,"(+/- 1311 )",4497,"(+/- 1165 )",11548,"(+/- 1573 )",9463,"(+/- 1791 )",8002,"(+/- 1526 )",16375,"(+/- 1587 )",16884,"(+/- 1854 )",4580,"(+/- 742 )",23987,"(+/- 2361 )",10809,"(+/- 1435 )",21796,"(+/- 1945 )",30185,"(+/- 2318 )",5339,"(+/- 1500 )",23447,"(+/- 1989 )",32890,"(+/- 2631 )",28470,"(+/- 2604 )",6938,"(+/- 1130 )",12992,"(+/- 2051 )",12207,"(+/- 1483 )",33466,"(+/- 2570 )"
Housing,Value,"$1,000,000 or more",2074,"(+/- 779 )",1254,"(+/- 639 )",947,"(+/- 543 )",5322,"(+/- 911 )",918,"(+/- 411 )",2967,"(+/- 999 )",2820,"(+/- 749 )",3144,"(+/- 857 )",816,"(+/- 436 )",2893,"(+/- 1067 )",742,"(+/- 374 )",1819,"(+/- 515 )",5879,"(+/- 1163 )",4505,"(+/- 1015 )",1037,"(+/- 593 )",8716,"(+/- 1267 )",3321,"(+/- 880 )",9012,"(+/- 1214 )",15457,"(+/- 1647 )",1008,"(+/- 388 )",8215,"(+/- 1057 )",11465,"(+/- 1663 )",7366,"(+/- 1368 )",2742,"(+/- 783 )",1463,"(+/- 614 )",3489,"(+/- 820 )",16911,"(+/- 1628 )"
Housing,Value,"Median (dollars)",175700,"(+/- 4224 )",160200,"(+/- 4906 )",154000,"(+/- 4606 )",256100,"(+/- 6053 )",125900,"(+/- 4817 )",187100,"(+/- 3807 )",238700,"(+/- 7201 )",197100,"(+/- 5904 )",187700,"(+/- 5401 )",227100,"(+/- 8828 )",159200,"(+/- 3321 )",180200,"(+/- 6591 )",191600,"(+/- 5550 )",232600,"(+/- 5876 )",177000,"(+/- 5951 )",242200,"(+/- 5396 )",170300,"(+/- 3605 )",253000,"(+/- 7824 )",265500,"(+/- 7883 )",188100,"(+/- 7051 )",267200,"(+/- 5605 )",312900,"(+/- 9038 )",316400,"(+/- 7898 )",203900,"(+/- 7157 )",267100,"(+/- 7601 )",295800,"(+/- 6168 )",395000,"(+/- 11323 )"
Housing,"Mortgage Status","Owner-occupied units",198729,"(+/- 4553 )",195650,"(+/- 4718 )",175532,"(+/- 4903 )",206653,"(+/- 4856 )",138131,"(+/- 4993 )",219339,"(+/- 4736 )",172998,"(+/- 4779 )",218091,"(+/- 5391 )",177869,"(+/- 6264 )",147442,"(+/- 6198 )",261043,"(+/- 5535 )",225849,"(+/- 5304 )",197132,"(+/- 4452 )",155290,"(+/- 4513 )",177468,"(+/- 5891 )",232889,"(+/- 4614 )",230613,"(+/- 5999 )",216695,"(+/- 5884 )",223717,"(+/- 5816 )",137536,"(+/- 4993 )",211375,"(+/- 5707 )",195812,"(+/- 5480 )",176631,"(+/- 5186 )",108276,"(+/- 3918 )",140270,"(+/- 4727 )",139494,"(+/- 5408 )",129663,"(+/- 4738 )"
Housing,"Mortgage Status","Housing units with a mortgage",124859,"(+/- 4706 )",100086,"(+/- 4474 )",97805,"(+/- 4429 )",143577,"(+/- 4749 )",83975,"(+/- 4277 )",115915,"(+/- 4624 )",120005,"(+/- 4474 )",118922,"(+/- 5630 )",112242,"(+/- 5649 )",100455,"(+/- 4849 )",123351,"(+/- 5243 )",124992,"(+/- 4656 )",100944,"(+/- 3929 )",99073,"(+/- 3667 )",109779,"(+/- 4723 )",122690,"(+/- 4219 )",101956,"(+/- 5666 )",110705,"(+/- 5018 )",110079,"(+/- 5000 )",86416,"(+/- 4340 )",108871,"(+/- 4666 )",112719,"(+/- 4096 )",101901,"(+/- 4211 )",68955,"(+/- 3771 )",82679,"(+/- 4656 )",93710,"(+/- 4631 )",73350,"(+/- 4093 )"
Housing,"Mortgage Status","Housing units without a mortgage",73870,"(+/- 3581 )",95564,"(+/- 4209 )",77727,"(+/- 3771 )",63076,"(+/- 3424 )",54156,"(+/- 3508 )",103424,"(+/- 4230 )",52993,"(+/- 3265 )",99169,"(+/- 4648 )",65627,"(+/- 3960 )",46987,"(+/- 3725 )",137692,"(+/- 4296 )",100857,"(+/- 3733 )",96188,"(+/- 4174 )",56217,"(+/- 3119 )",67689,"(+/- 3853 )",110199,"(+/- 4389 )",128657,"(+/- 5078 )",105990,"(+/- 4314 )",113638,"(+/- 4144 )",51120,"(+/- 4041 )",102504,"(+/- 4016 )",83093,"(+/- 4390 )",74730,"(+/- 4166 )",39321,"(+/- 2869 )",57591,"(+/- 3292 )",45784,"(+/- 3297 )",56313,"(+/- 3101 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",124859,"(+/- 4706 )",100086,"(+/- 4474 )",97805,"(+/- 4429 )",143577,"(+/- 4749 )",83975,"(+/- 4277 )",115915,"(+/- 4624 )",120005,"(+/- 4474 )",118922,"(+/- 5630 )",112242,"(+/- 5649 )",100455,"(+/- 4849 )",123351,"(+/- 5243 )",124992,"(+/- 4656 )",100944,"(+/- 3929 )",99073,"(+/- 3667 )",109779,"(+/- 4723 )",122690,"(+/- 4219 )",101956,"(+/- 5666 )",110705,"(+/- 5018 )",110079,"(+/- 5000 )",86416,"(+/- 4340 )",108871,"(+/- 4666 )",112719,"(+/- 4096 )",101901,"(+/- 4211 )",68955,"(+/- 3771 )",82679,"(+/- 4656 )",93710,"(+/- 4631 )",73350,"(+/- 4093 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",2720,"(+/- 1004 )",3316,"(+/- 958 )",1808,"(+/- 684 )",1358,"(+/- 648 )",2244,"(+/- 844 )",2197,"(+/- 633 )",1557,"(+/- 618 )",3206,"(+/- 908 )",2722,"(+/- 1071 )",1252,"(+/- 622 )",4296,"(+/- 1121 )",2441,"(+/- 595 )",1326,"(+/- 608 )",863,"(+/- 418 )",2543,"(+/- 812 )",1606,"(+/- 476 )",2777,"(+/- 1010 )",1552,"(+/- 628 )",1112,"(+/- 452 )",1254,"(+/- 626 )",945,"(+/- 430 )",925,"(+/- 428 )",427,"(+/- 273 )",443,"(+/- 293 )",493,"(+/- 307 )",450,"(+/- 237 )",444,"(+/- 366 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",31813,"(+/- 2870 )",33043,"(+/- 3339 )",32894,"(+/- 2808 )",24537,"(+/- 2479 )",30954,"(+/- 2817 )",34702,"(+/- 3538 )",18642,"(+/- 2354 )",30210,"(+/- 2961 )",25601,"(+/- 3095 )",17524,"(+/- 2389 )",49253,"(+/- 3999 )",31229,"(+/- 2836 )",23295,"(+/- 1933 )",17185,"(+/- 1973 )",26787,"(+/- 2717 )",19022,"(+/- 1892 )",32343,"(+/- 2731 )",16316,"(+/- 2495 )",22084,"(+/- 2404 )",15542,"(+/- 1726 )",16317,"(+/- 2117 )",10893,"(+/- 1613 )",7440,"(+/- 1571 )",12679,"(+/- 1599 )",13409,"(+/- 2100 )",9789,"(+/- 1474 )",3267,"(+/- 856 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",43083,"(+/- 3783 )",32443,"(+/- 3108 )",32906,"(+/- 2878 )",41568,"(+/- 2812 )",32571,"(+/- 3486 )",43086,"(+/- 3335 )",42053,"(+/- 3115 )",39805,"(+/- 3592 )",41807,"(+/- 3651 )",34183,"(+/- 3231 )",46395,"(+/- 3647 )",38363,"(+/- 3206 )",33652,"(+/- 2653 )",30462,"(+/- 2654 )",42606,"(+/- 3482 )",39496,"(+/- 3056 )",36931,"(+/- 3333 )",33476,"(+/- 3369 )",34057,"(+/- 3096 )",30471,"(+/- 3082 )",24993,"(+/- 2475 )",24187,"(+/- 2711 )",21801,"(+/- 2416 )",23849,"(+/- 2109 )",25197,"(+/- 2516 )",24119,"(+/- 2449 )",13111,"(+/- 1820 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",26267,"(+/- 2477 )",17667,"(+/- 2008 )",17453,"(+/- 2330 )",36664,"(+/- 3908 )",12868,"(+/- 1483 )",22144,"(+/- 2598 )",27072,"(+/- 2241 )",23217,"(+/- 2149 )",23483,"(+/- 2753 )",20851,"(+/- 2640 )",14409,"(+/- 2037 )",28108,"(+/- 2244 )",20290,"(+/- 1550 )",21250,"(+/- 1951 )",23269,"(+/- 2856 )",28983,"(+/- 2144 )",15203,"(+/- 1857 )",24437,"(+/- 2673 )",20968,"(+/- 2141 )",22009,"(+/- 2667 )",26362,"(+/- 2578 )",24430,"(+/- 2522 )",23524,"(+/- 2714 )",17564,"(+/- 2186 )",21237,"(+/- 2588 )",22918,"(+/- 2299 )",13162,"(+/- 1644 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",9563,"(+/- 1483 )",6888,"(+/- 1164 )",7444,"(+/- 1565 )",19323,"(+/- 2376 )",3523,"(+/- 1000 )",7453,"(+/- 1358 )",15568,"(+/- 2207 )",11463,"(+/- 1888 )",10741,"(+/- 2190 )",13379,"(+/- 2269 )",5074,"(+/- 1145 )",12572,"(+/- 1583 )",9039,"(+/- 1232 )",11065,"(+/- 1403 )",8071,"(+/- 1447 )",16309,"(+/- 2095 )",7489,"(+/- 1457 )",15621,"(+/- 2003 )",14141,"(+/- 1889 )",10228,"(+/- 1966 )",16256,"(+/- 1996 )",18559,"(+/- 1983 )",18148,"(+/- 2090 )",6751,"(+/- 1370 )",12036,"(+/- 2145 )",19162,"(+/- 2738 )",13497,"(+/- 1652 )"
