Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Workers,"Employment Status","Population 16 years and over",591547,"(+/- 5320 )",590914,"(+/- 4602 )",594574,"(+/- 5334 )",612651,"(+/- 5438 )",601619,"(+/- 6343 )",595134,"(+/- 8175 )",599490,"(+/- 7967 )",546445,"(+/- 8289 )",588383,"(+/- 8108 )",579826,"(+/- 4528 )",613430,"(+/- 6676 )",683316,"(+/- 7138 )",634995,"(+/- 4290 )",622034,"(+/- 8876 )",623946,"(+/- 6846 )",539377,"(+/- 7760 )",630134,"(+/- 9094 )",600258,"(+/- 11563 )",609455,"(+/- 9693 )",584973,"(+/- 5330 )",529443,"(+/- 9652 )",558719,"(+/- 10588 )",568813,"(+/- 10085 )",605649,"(+/- 2313 )",554010,"(+/- 11087 )",578870,"(+/- 3608 )",601857,"(+/- 9261 )",625540,"(+/- 11661 )",569223,"(+/- 16187 )",638348,"(+/- 15440 )",585812,"(+/- 10423 )",586651,"(+/- 9380 )",590762,"(+/- 12679 )",625257,"(+/- 18515 )",574456,"(+/- 10399 )",603117,"(+/- 8482 )",597131,"(+/- 14427 )",578809,"(+/- 11196 )",591149,"(+/- 8701 )",546305,"(+/- 11014 )",587144,"(+/- 9437 )",621132,"(+/- 10483 )",586289,"(+/- 13440 )",540592,"(+/- 13020 )",629299,"(+/- 8537 )",576503,"(+/- 10015 )",587589,"(+/- 10896 )",592853,"(+/- 8826 )",598099,"(+/- 10582 )",594107,"(+/- 10845 )",575967,"(+/- 11541 )",636754,"(+/- 14614 )",632009,"(+/- 16157 )"
Workers,"Employment Status","In labor force",319162,"(+/- 5818 )",358490,"(+/- 5697 )",355430,"(+/- 6617 )",348440,"(+/- 7147 )",386205,"(+/- 6695 )",376944,"(+/- 7799 )",372808,"(+/- 7528 )",307782,"(+/- 8503 )",360571,"(+/- 8948 )",356538,"(+/- 6764 )",391211,"(+/- 7779 )",491490,"(+/- 8400 )",423844,"(+/- 6000 )",429888,"(+/- 7364 )",427021,"(+/- 7771 )",312676,"(+/- 8878 )",426127,"(+/- 8853 )",402824,"(+/- 9470 )",416746,"(+/- 9007 )",370813,"(+/- 5704 )",308551,"(+/- 8445 )",349685,"(+/- 8175 )",321895,"(+/- 7451 )",377818,"(+/- 6487 )",341281,"(+/- 7964 )",379704,"(+/- 5892 )",369829,"(+/- 9221 )",423316,"(+/- 10502 )",375350,"(+/- 12222 )",443296,"(+/- 13032 )",366265,"(+/- 9314 )",374046,"(+/- 7812 )",383613,"(+/- 9906 )",420361,"(+/- 13925 )",354494,"(+/- 7899 )",321427,"(+/- 8690 )",391930,"(+/- 11787 )",361605,"(+/- 8945 )",385908,"(+/- 7967 )",348454,"(+/- 8726 )",376371,"(+/- 8873 )",389770,"(+/- 9876 )",376119,"(+/- 12205 )",334861,"(+/- 10394 )",409897,"(+/- 8670 )",387756,"(+/- 9452 )",380143,"(+/- 9386 )",384698,"(+/- 7674 )",392292,"(+/- 9169 )",384477,"(+/- 9723 )",351354,"(+/- 9873 )",434927,"(+/- 12412 )",427500,"(+/- 12342 )"
Workers,"Employment Status","Civilian labor force",318885,"(+/- 5797 )",358015,"(+/- 5742 )",349737,"(+/- 6383 )",347108,"(+/- 7177 )",385750,"(+/- 6690 )",376638,"(+/- 7776 )",372142,"(+/- 7611 )",297411,"(+/- 8623 )",360035,"(+/- 9089 )",356227,"(+/- 6825 )",390410,"(+/- 7732 )",491224,"(+/- 8408 )",423047,"(+/- 6074 )",429375,"(+/- 7369 )",426758,"(+/- 7770 )",312623,"(+/- 8874 )",425966,"(+/- 8859 )",402600,"(+/- 9486 )",416491,"(+/- 9001 )",364811,"(+/- 5849 )",305024,"(+/- 8395 )",348946,"(+/- 8198 )",320373,"(+/- 7450 )",374391,"(+/- 6373 )",340928,"(+/- 8022 )",376605,"(+/- 6082 )",369575,"(+/- 9247 )",422589,"(+/- 10618 )",374906,"(+/- 12190 )",443021,"(+/- 13051 )",366151,"(+/- 9310 )",373856,"(+/- 7819 )",382756,"(+/- 9950 )",420269,"(+/- 13916 )",353998,"(+/- 7954 )",321163,"(+/- 8750 )",391822,"(+/- 11785 )",361234,"(+/- 8930 )",385772,"(+/- 7972 )",348339,"(+/- 8719 )",375789,"(+/- 8777 )",386358,"(+/- 9800 )",375884,"(+/- 12161 )",334697,"(+/- 10386 )",409768,"(+/- 8691 )",387372,"(+/- 9411 )",379738,"(+/- 9464 )",383958,"(+/- 7777 )",367474,"(+/- 8478 )",381059,"(+/- 9629 )",333930,"(+/- 9981 )",414643,"(+/- 12104 )",418411,"(+/- 12342 )"
Workers,"Employment Status",Employed,300375,"(+/- 6291 )",340082,"(+/- 6116 )",329888,"(+/- 6898 )",331797,"(+/- 6716 )",367101,"(+/- 6555 )",347631,"(+/- 7867 )",351301,"(+/- 7506 )",268676,"(+/- 8499 )",334707,"(+/- 9251 )",331292,"(+/- 7449 )",369983,"(+/- 7674 )",473353,"(+/- 8371 )",398084,"(+/- 6147 )",412984,"(+/- 7337 )",412477,"(+/- 7629 )",277341,"(+/- 8666 )",409853,"(+/- 9046 )",387640,"(+/- 9335 )",396879,"(+/- 8527 )",342660,"(+/- 5961 )",277094,"(+/- 8169 )",323683,"(+/- 8175 )",291455,"(+/- 7437 )",355698,"(+/- 6482 )",321054,"(+/- 7642 )",357205,"(+/- 6596 )",353864,"(+/- 8907 )",396766,"(+/- 10100 )",354467,"(+/- 11849 )",416589,"(+/- 12731 )",336591,"(+/- 9263 )",351544,"(+/- 7102 )",363631,"(+/- 10051 )",391507,"(+/- 12940 )",329928,"(+/- 8927 )",291187,"(+/- 8674 )",366787,"(+/- 11705 )",343057,"(+/- 8616 )",365717,"(+/- 7740 )",324761,"(+/- 8407 )",344744,"(+/- 8442 )",362714,"(+/- 9243 )",352672,"(+/- 11382 )",307601,"(+/- 9957 )",393531,"(+/- 8782 )",369316,"(+/- 9179 )",361416,"(+/- 9322 )",369298,"(+/- 7693 )",350744,"(+/- 7731 )",362943,"(+/- 9115 )",299275,"(+/- 10095 )",393429,"(+/- 11463 )",393129,"(+/- 11874 )"
Workers,"Employment Status",Unemployed,18510,"(+/- 2533 )",17933,"(+/- 2223 )",19849,"(+/- 2766 )",15311,"(+/- 1975 )",18649,"(+/- 2685 )",29007,"(+/- 3077 )",20841,"(+/- 2513 )",28735,"(+/- 4022 )",25328,"(+/- 2640 )",24935,"(+/- 2726 )",20427,"(+/- 2637 )",17871,"(+/- 2686 )",24963,"(+/- 2498 )",16391,"(+/- 2104 )",14281,"(+/- 1915 )",35282,"(+/- 4392 )",16113,"(+/- 2053 )",14960,"(+/- 2047 )",19612,"(+/- 2565 )",22151,"(+/- 2885 )",27930,"(+/- 3149 )",25263,"(+/- 3089 )",28918,"(+/- 4071 )",18693,"(+/- 2142 )",19874,"(+/- 2238 )",19400,"(+/- 2495 )",15711,"(+/- 1921 )",25823,"(+/- 2891 )",20439,"(+/- 2195 )",26432,"(+/- 3090 )",29560,"(+/- 3073 )",22312,"(+/- 2578 )",19125,"(+/- 2037 )",28762,"(+/- 2903 )",24070,"(+/- 2688 )",29976,"(+/- 3602 )",25035,"(+/- 2706 )",18177,"(+/- 2246 )",20055,"(+/- 2470 )",23578,"(+/- 2428 )",31045,"(+/- 3668 )",23644,"(+/- 2827 )",23212,"(+/- 3138 )",27096,"(+/- 3100 )",16237,"(+/- 1973 )",18056,"(+/- 2388 )",18322,"(+/- 2254 )",14660,"(+/- 1654 )",16730,"(+/- 2363 )",18116,"(+/- 2523 )",34655,"(+/- 3614 )",21214,"(+/- 2972 )",25282,"(+/- 3161 )"
Workers,"Employment Status","Armed Forces",277,"(+/- 237 )",475,"(+/- 570 )",5693,"(+/- 1329 )",1332,"(+/- 471 )",455,"(+/- 388 )",306,"(+/- 230 )",666,"(+/- 452 )",10371,"(+/- 1621 )",536,"(+/- 561 )",311,"(+/- 349 )",801,"(+/- 585 )",266,"(+/- 225 )",797,"(+/- 474 )",513,"(+/- 391 )",263,"(+/- 313 )",53,"(+/- 63 )",161,"(+/- 152 )",224,"(+/- 192 )",255,"(+/- 247 )",6002,"(+/- 1239 )",3527,"(+/- 941 )",739,"(+/- 417 )",1522,"(+/- 419 )",3427,"(+/- 2082 )",353,"(+/- 227 )",3099,"(+/- 820 )",254,"(+/- 268 )",727,"(+/- 819 )",444,"(+/- 359 )",275,"(+/- 209 )",114,"(+/- 133 )",190,"(+/- 191 )",857,"(+/- 646 )",92,"(+/- 116 )",496,"(+/- 417 )",264,"(+/- 246 )",108,"(+/- 111 )",371,"(+/- 289 )",136,"(+/- 137 )",115,"(+/- 139 )",582,"(+/- 402 )",3412,"(+/- 1024 )",235,"(+/- 202 )",164,"(+/- 146 )",129,"(+/- 156 )",384,"(+/- 386 )",405,"(+/- 451 )",740,"(+/- 421 )",24818,"(+/- 3873 )",3418,"(+/- 951 )",17424,"(+/- 3765 )",20284,"(+/- 3034 )",9089,"(+/- 1836 )"
Workers,"Employment Status","Not in labor force",272385,"(+/- 6193 )",232424,"(+/- 5365 )",239144,"(+/- 5868 )",264211,"(+/- 5910 )",215414,"(+/- 6949 )",218190,"(+/- 7420 )",226682,"(+/- 7246 )",238663,"(+/- 7511 )",227812,"(+/- 8072 )",223288,"(+/- 6025 )",222219,"(+/- 6245 )",191826,"(+/- 5851 )",211151,"(+/- 5859 )",192146,"(+/- 6446 )",196925,"(+/- 5887 )",226701,"(+/- 8621 )",204007,"(+/- 6937 )",197434,"(+/- 8009 )",192709,"(+/- 5913 )",214160,"(+/- 4867 )",220892,"(+/- 8150 )",209034,"(+/- 6700 )",246918,"(+/- 9008 )",227831,"(+/- 6302 )",212729,"(+/- 8148 )",199166,"(+/- 5114 )",232028,"(+/- 7641 )",202224,"(+/- 8310 )",193873,"(+/- 7501 )",195052,"(+/- 7797 )",219547,"(+/- 7307 )",212605,"(+/- 7695 )",207149,"(+/- 7184 )",204896,"(+/- 8658 )",219962,"(+/- 6508 )",281690,"(+/- 7865 )",205201,"(+/- 7887 )",217204,"(+/- 7930 )",205241,"(+/- 6653 )",197851,"(+/- 5995 )",210773,"(+/- 6683 )",231362,"(+/- 7401 )",210170,"(+/- 8122 )",205731,"(+/- 7778 )",219402,"(+/- 7039 )",188747,"(+/- 8240 )",207446,"(+/- 7056 )",208155,"(+/- 6144 )",205807,"(+/- 8691 )",209630,"(+/- 6817 )",224613,"(+/- 8340 )",201827,"(+/- 8669 )",204509,"(+/- 8922 )"
Workers,"Employment Status","Civilian labor force",318885,"(+/- 5797 )",358015,"(+/- 5742 )",349737,"(+/- 6383 )",347108,"(+/- 7177 )",385750,"(+/- 6690 )",376638,"(+/- 7776 )",372142,"(+/- 7611 )",297411,"(+/- 8623 )",360035,"(+/- 9089 )",356227,"(+/- 6825 )",390410,"(+/- 7732 )",491224,"(+/- 8408 )",423047,"(+/- 6074 )",429375,"(+/- 7369 )",426758,"(+/- 7770 )",312623,"(+/- 8874 )",425966,"(+/- 8859 )",402600,"(+/- 9486 )",416491,"(+/- 9001 )",364811,"(+/- 5849 )",305024,"(+/- 8395 )",348946,"(+/- 8198 )",320373,"(+/- 7450 )",374391,"(+/- 6373 )",340928,"(+/- 8022 )",376605,"(+/- 6082 )",369575,"(+/- 9247 )",422589,"(+/- 10618 )",374906,"(+/- 12190 )",443021,"(+/- 13051 )",366151,"(+/- 9310 )",373856,"(+/- 7819 )",382756,"(+/- 9950 )",420269,"(+/- 13916 )",353998,"(+/- 7954 )",321163,"(+/- 8750 )",391822,"(+/- 11785 )",361234,"(+/- 8930 )",385772,"(+/- 7972 )",348339,"(+/- 8719 )",375789,"(+/- 8777 )",386358,"(+/- 9800 )",375884,"(+/- 12161 )",334697,"(+/- 10386 )",409768,"(+/- 8691 )",387372,"(+/- 9411 )",379738,"(+/- 9464 )",383958,"(+/- 7777 )",367474,"(+/- 8478 )",381059,"(+/- 9629 )",333930,"(+/- 9981 )",414643,"(+/- 12104 )",418411,"(+/- 12342 )"
Workers,"Employment Status","Unemployment Rate",5.8,"(+/- 0.8 )",5.0,"(+/- 0.6 )",5.7,"(+/- 0.8 )",4.4,"(+/- 0.5 )",4.8,"(+/- 0.7 )",7.7,"(+/- 0.8 )",5.6,"(+/- 0.7 )",9.7,"(+/- 1.3 )",7.0,"(+/- 0.7 )",7.0,"(+/- 0.8 )",5.2,"(+/- 0.7 )",3.6,"(+/- 0.5 )",5.9,"(+/- 0.6 )",3.8,"(+/- 0.5 )",3.3,"(+/- 0.4 )",11.3,"(+/- 1.3 )",3.8,"(+/- 0.5 )",3.7,"(+/- 0.5 )",4.7,"(+/- 0.6 )",6.1,"(+/- 0.8 )",9.2,"(+/- 1.0 )",7.2,"(+/- 0.9 )",9.0,"(+/- 1.2 )",5.0,"(+/- 0.6 )",5.8,"(+/- 0.6 )",5.2,"(+/- 0.7 )",4.3,"(+/- 0.5 )",6.1,"(+/- 0.7 )",5.5,"(+/- 0.6 )",6.0,"(+/- 0.7 )",8.1,"(+/- 0.8 )",6.0,"(+/- 0.6 )",5.0,"(+/- 0.5 )",6.8,"(+/- 0.6 )",6.8,"(+/- 0.8 )",9.3,"(+/- 1.1 )",6.4,"(+/- 0.7 )",5.0,"(+/- 0.6 )",5.2,"(+/- 0.6 )",6.8,"(+/- 0.7 )",8.3,"(+/- 0.9 )",6.1,"(+/- 0.7 )",6.2,"(+/- 0.8 )",8.1,"(+/- 0.9 )",4.0,"(+/- 0.5 )",4.7,"(+/- 0.6 )",4.8,"(+/- 0.6 )",3.8,"(+/- 0.4 )",4.6,"(+/- 0.6 )",4.8,"(+/- 0.6 )",10.4,"(+/- 1.1 )",5.1,"(+/- 0.7 )",6.0,"(+/- 0.7 )"
Workers,"Commuting to Work","Workers 16 years and over",292080,"(+/- 6227 )",329870,"(+/- 6457 )",327341,"(+/- 7402 )",326197,"(+/- 6844 )",354859,"(+/- 6395 )",339749,"(+/- 7805 )",343524,"(+/- 7495 )",272891,"(+/- 8223 )",324532,"(+/- 9160 )",321532,"(+/- 7487 )",359266,"(+/- 7837 )",463461,"(+/- 8405 )",388453,"(+/- 6127 )",404604,"(+/- 7278 )",351385,"(+/- 8412 )",265897,"(+/- 8937 )",355050,"(+/- 7838 )",379333,"(+/- 9551 )",387487,"(+/- 8718 )",341463,"(+/- 6129 )",273582,"(+/- 7735 )",315196,"(+/- 7808 )",286289,"(+/- 7614 )",351335,"(+/- 6607 )",315137,"(+/- 7481 )",348553,"(+/- 6727 )",346698,"(+/- 8886 )",385422,"(+/- 9660 )",344450,"(+/- 11844 )",403551,"(+/- 12353 )",328293,"(+/- 9582 )",344170,"(+/- 7170 )",354643,"(+/- 10088 )",381909,"(+/- 12742 )",323760,"(+/- 8801 )",284095,"(+/- 8946 )",357864,"(+/- 11688 )",337291,"(+/- 8529 )",356668,"(+/- 7321 )",317847,"(+/- 8295 )",333875,"(+/- 8609 )",356649,"(+/- 9360 )",343275,"(+/- 11341 )",300302,"(+/- 9601 )",385041,"(+/- 8778 )",363169,"(+/- 9093 )",353846,"(+/- 9276 )",364442,"(+/- 7804 )",368550,"(+/- 8270 )",355408,"(+/- 8884 )",310412,"(+/- 10152 )",406709,"(+/- 11877 )",393224,"(+/- 11791 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",227412,"(+/- 6223 )",226063,"(+/- 6333 )",249190,"(+/- 7367 )",253954,"(+/- 6729 )",262353,"(+/- 6639 )",254675,"(+/- 7397 )",270616,"(+/- 7417 )",217673,"(+/- 8526 )",252363,"(+/- 8594 )",263933,"(+/- 5671 )",233969,"(+/- 7928 )",142161,"(+/- 6466 )",191987,"(+/- 5650 )",254822,"(+/- 6529 )",249943,"(+/- 7275 )",212902,"(+/- 8600 )",259896,"(+/- 7698 )",275060,"(+/- 8080 )",290851,"(+/- 7938 )",247792,"(+/- 7080 )",208667,"(+/- 7694 )",257098,"(+/- 7456 )",233470,"(+/- 7084 )",251584,"(+/- 6827 )",247115,"(+/- 7201 )",279237,"(+/- 7062 )",263890,"(+/- 7750 )",277088,"(+/- 8994 )",255626,"(+/- 9339 )",306749,"(+/- 10615 )",262310,"(+/- 9495 )",273375,"(+/- 7379 )",261460,"(+/- 8768 )",223603,"(+/- 8493 )",245908,"(+/- 8805 )",220621,"(+/- 7846 )",254982,"(+/- 9859 )",276763,"(+/- 7926 )",287993,"(+/- 8049 )",231633,"(+/- 7071 )",260366,"(+/- 8259 )",282821,"(+/- 8912 )",270878,"(+/- 10410 )",233340,"(+/- 8242 )",302206,"(+/- 9660 )",271629,"(+/- 7987 )",273414,"(+/- 7647 )",288218,"(+/- 7275 )",271527,"(+/- 7399 )",286169,"(+/- 7510 )",228351,"(+/- 7871 )",309291,"(+/- 11122 )",306566,"(+/- 11260 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",26584,"(+/- 2666 )",32720,"(+/- 3523 )",35340,"(+/- 4416 )",26468,"(+/- 2881 )",46746,"(+/- 4574 )",38900,"(+/- 4160 )",33140,"(+/- 3259 )",26810,"(+/- 3040 )",40510,"(+/- 4015 )",32513,"(+/- 3946 )",40375,"(+/- 4642 )",27449,"(+/- 2668 )",39561,"(+/- 3241 )",46166,"(+/- 3864 )",36474,"(+/- 3586 )",29297,"(+/- 3681 )",39786,"(+/- 4133 )",27697,"(+/- 3644 )",48462,"(+/- 3690 )",30854,"(+/- 3550 )",39985,"(+/- 4910 )",32042,"(+/- 3774 )",33527,"(+/- 3654 )",38689,"(+/- 3950 )",34142,"(+/- 3078 )",33563,"(+/- 4284 )",31394,"(+/- 2994 )",21641,"(+/- 2392 )",41998,"(+/- 3615 )",35002,"(+/- 3646 )",35684,"(+/- 3944 )",37426,"(+/- 3199 )",17991,"(+/- 2228 )",40150,"(+/- 3949 )",49102,"(+/- 4565 )",31354,"(+/- 3672 )",27342,"(+/- 3271 )",31804,"(+/- 3582 )",36208,"(+/- 3392 )",37321,"(+/- 2658 )",42644,"(+/- 4543 )",37898,"(+/- 4566 )",27398,"(+/- 3279 )",33557,"(+/- 3248 )",31056,"(+/- 3567 )",53114,"(+/- 4404 )",34491,"(+/- 3107 )",28796,"(+/- 2933 )",28985,"(+/- 3628 )",31852,"(+/- 3879 )",35262,"(+/- 3211 )",27594,"(+/- 3808 )",32406,"(+/- 4217 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",1464,"(+/- 542 )",14077,"(+/- 1842 )",7426,"(+/- 1878 )",4806,"(+/- 1263 )",12621,"(+/- 1949 )",10017,"(+/- 1537 )",6203,"(+/- 1087 )",2884,"(+/- 915 )",6861,"(+/- 1805 )",2864,"(+/- 1023 )",44712,"(+/- 3403 )",161201,"(+/- 6884 )",83240,"(+/- 4746 )",64746,"(+/- 4854 )",33207,"(+/- 3240 )",5857,"(+/- 1557 )",20854,"(+/- 2930 )",16846,"(+/- 2626 )",17295,"(+/- 2320 )",5777,"(+/- 1216 )",1859,"(+/- 895 )",1297,"(+/- 513 )",1865,"(+/- 783 )",5600,"(+/- 1174 )",6531,"(+/- 1609 )",2890,"(+/- 1037 )",13562,"(+/- 1947 )",24557,"(+/- 2991 )",22060,"(+/- 2747 )",15809,"(+/- 2402 )",4887,"(+/- 1260 )",12113,"(+/- 1797 )",9091,"(+/- 1658 )",68334,"(+/- 5646 )",4902,"(+/- 1141 )",3624,"(+/- 1411 )",30784,"(+/- 3167 )",7732,"(+/- 1566 )",5255,"(+/- 1115 )",24840,"(+/- 2698 )",7160,"(+/- 2159 )",4090,"(+/- 1169 )",15882,"(+/- 2045 )",14175,"(+/- 1928 )",3447,"(+/- 1002 )",13550,"(+/- 2037 )",12947,"(+/- 2338 )",4608,"(+/- 1408 )",7248,"(+/- 1640 )",4539,"(+/- 1280 )",17394,"(+/- 2421 )",11145,"(+/- 2125 )",12844,"(+/- 2075 )"
Workers,"Commuting to Work",Walked,8462,"(+/- 1654 )",16023,"(+/- 2642 )",6043,"(+/- 1494 )",5281,"(+/- 1405 )",7118,"(+/- 1487 )",6817,"(+/- 1489 )",4961,"(+/- 1306 )",7571,"(+/- 1769 )",2807,"(+/- 903 )",2927,"(+/- 1112 )",6642,"(+/- 1462 )",61192,"(+/- 4702 )",24973,"(+/- 2879 )",9867,"(+/- 1734 )",5976,"(+/- 1606 )",3976,"(+/- 1278 )",7727,"(+/- 2191 )",12845,"(+/- 2171 )",6422,"(+/- 1471 )",10587,"(+/- 1806 )",4078,"(+/- 932 )",4210,"(+/- 1036 )",3043,"(+/- 794 )",17878,"(+/- 3681 )",3698,"(+/- 1191 )",5027,"(+/- 1144 )",8526,"(+/- 1711 )",13071,"(+/- 2080 )",5428,"(+/- 1163 )",8455,"(+/- 1684 )",6460,"(+/- 2758 )",5943,"(+/- 1324 )",17043,"(+/- 2581 )",18907,"(+/- 2217 )",3180,"(+/- 940 )",4641,"(+/- 1778 )",11410,"(+/- 1674 )",4752,"(+/- 1197 )",3572,"(+/- 835 )",8776,"(+/- 1609 )",5521,"(+/- 1542 )",2938,"(+/- 1104 )",6398,"(+/- 1438 )",4770,"(+/- 1119 )",8572,"(+/- 1660 )",9515,"(+/- 1687 )",8090,"(+/- 1210 )",3592,"(+/- 1113 )",14469,"(+/- 2650 )",5171,"(+/- 1299 )",10312,"(+/- 2579 )",11077,"(+/- 1702 )",6635,"(+/- 1189 )"
Workers,"Commuting to Work","Other means",6990,"(+/- 1390 )",6922,"(+/- 1331 )",10158,"(+/- 1659 )",3762,"(+/- 1070 )",6490,"(+/- 1321 )",10459,"(+/- 1694 )",5599,"(+/- 1291 )",3316,"(+/- 1239 )",4398,"(+/- 1002 )",3921,"(+/- 1151 )",6975,"(+/- 1647 )",38056,"(+/- 3742 )",21295,"(+/- 2339 )",10718,"(+/- 2094 )",5135,"(+/- 1412 )",4319,"(+/- 1287 )",9617,"(+/- 1764 )",16844,"(+/- 2410 )",6961,"(+/- 1458 )",29383,"(+/- 3415 )",7328,"(+/- 2013 )",5549,"(+/- 1356 )",4263,"(+/- 1512 )",12747,"(+/- 2162 )",4324,"(+/- 999 )",4325,"(+/- 1110 )",9102,"(+/- 2228 )",9252,"(+/- 2117 )",7838,"(+/- 1627 )",8406,"(+/- 1833 )",4766,"(+/- 1193 )",2787,"(+/- 975 )",10023,"(+/- 1912 )",10328,"(+/- 1864 )",3783,"(+/- 985 )",6531,"(+/- 1746 )",12973,"(+/- 2679 )",5566,"(+/- 1372 )",5623,"(+/- 1411 )",7129,"(+/- 1553 )",6299,"(+/- 1659 )",5095,"(+/- 1326 )",9646,"(+/- 1728 )",5803,"(+/- 1219 )",9276,"(+/- 2046 )",6193,"(+/- 1402 )",5739,"(+/- 1229 )",7937,"(+/- 1806 )",11561,"(+/- 2514 )",6933,"(+/- 2133 )",5430,"(+/- 1483 )",12400,"(+/- 2020 )",9682,"(+/- 1820 )"
Workers,"Commuting to Work","Worked at home",21168,"(+/- 2643 )",34065,"(+/- 2607 )",19184,"(+/- 2692 )",31926,"(+/- 3446 )",19531,"(+/- 2232 )",18881,"(+/- 2473 )",23005,"(+/- 2532 )",14637,"(+/- 2418 )",17593,"(+/- 3017 )",15374,"(+/- 3313 )",26593,"(+/- 2131 )",33402,"(+/- 3130 )",27397,"(+/- 2833 )",18285,"(+/- 1878 )",20650,"(+/- 2386 )",9546,"(+/- 1677 )",17170,"(+/- 1988 )",30041,"(+/- 2812 )",17496,"(+/- 2034 )",17070,"(+/- 2083 )",11665,"(+/- 1929 )",15000,"(+/- 2213 )",10121,"(+/- 1795 )",24837,"(+/- 2475 )",19327,"(+/- 2142 )",23511,"(+/- 2766 )",20224,"(+/- 2636 )",39813,"(+/- 3836 )",11500,"(+/- 1564 )",29130,"(+/- 2886 )",14186,"(+/- 2415 )",12526,"(+/- 1933 )",39035,"(+/- 3390 )",20587,"(+/- 2300 )",16885,"(+/- 2632 )",17324,"(+/- 2344 )",20373,"(+/- 2427 )",10674,"(+/- 1660 )",18017,"(+/- 2308 )",8148,"(+/- 1526 )",11885,"(+/- 1953 )",23807,"(+/- 3027 )",13073,"(+/- 1967 )",8657,"(+/- 1489 )",30484,"(+/- 3349 )",9168,"(+/- 1532 )",19165,"(+/- 2319 )",31291,"(+/- 3326 )",34760,"(+/- 3520 )",20744,"(+/- 2429 )",13663,"(+/- 1981 )",35202,"(+/- 3369 )",25091,"(+/- 2940 )"
