Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",230310,G,202809,G,226611,G,150249,G,529484,G,478508,G,359243,G,185537,G,201396,G,159169,G,362353,G,210926,G,171442,G,175666,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",873,G,2357,G,281,G,18,J,2,G,116,J,20,J,1327,G,277,G,805,G,37,H,1294,G,43,H,275,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",120,J,239,H,155,J,74,G,201,G,284,J,123,J,737,G,579,H,1291,H,209,J,211,G,118,J,155,J
Business,"Paid employees for pay period including March 12",Utilities,1200,J,1013,H,2094,H,592,J,i,D,1267,H,714,G,1570,H,1276,G,973,H,1787,G,3934,J,944,H,870,J
Business,"Paid employees for pay period including March 12",Construction,9841,G,7507,G,11414,G,12031,G,14452,G,13381,G,25791,G,7271,G,9672,G,8555,G,23773,G,9187,G,11245,G,6837,G
Business,"Paid employees for pay period including March 12",Manufacturing,26160,H,27216,G,37123,G,16747,G,18586,G,8169,G,28975,G,23911,G,48666,G,19549,G,25589,H,26404,G,10813,G,49994,G
Business,"Paid employees for pay period including March 12","Wholesale trade",8193,G,9735,G,9000,G,7840,G,22833,G,29346,G,40442,G,6619,G,9414,G,5926,H,28625,H,7633,G,12922,G,8745,G
Business,"Paid employees for pay period including March 12","Retail trade",36369,G,27943,G,39174,G,26336,G,36164,G,44794,G,49253,G,32132,G,31904,G,28207,G,42715,G,33263,G,30985,G,25896,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",16615,G,6960,G,10188,G,6503,G,65747,H,9973,H,9361,G,7683,H,8408,G,6041,G,8927,G,7124,G,9814,H,8283,H
Business,"Paid employees for pay period including March 12",Information,2819,G,2737,G,3804,G,2991,G,25908,G,40642,H,14139,G,1950,G,2217,G,2103,G,12641,G,3307,G,2213,H,2014,G
Business,"Paid employees for pay period including March 12","Finance and insurance",5374,G,19566,H,8120,H,3160,G,22269,H,44650,H,15794,H,6848,G,5247,H,4317,H,21181,G,5673,G,3962,H,3415,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",3447,G,2705,G,2495,G,2528,G,11600,G,9879,G,5198,G,2184,G,1747,G,2665,G,9555,G,2432,G,4901,H,1384,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",8684,G,8534,G,6637,G,6602,G,48035,G,68589,G,31059,G,7589,G,5162,G,5254,G,32766,G,11438,G,4274,G,3883,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",4493,G,2043,H,3299,G,1924,J,31948,G,39061,G,15611,G,2627,J,2922,G,1795,G,19269,G,1916,G,941,G,3072,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",13836,G,12274,G,14926,G,9818,G,34451,G,38442,G,32070,G,11208,G,10430,G,9630,G,36173,G,12887,G,11951,G,5968,G
Business,"Paid employees for pay period including March 12","Educational services",4923,H,3202,G,3041,G,2028,G,29588,H,10646,G,5566,G,2490,G,4567,G,2338,G,6202,G,2871,G,2664,G,4358,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",34276,G,37509,G,34373,G,22597,G,65845,G,52823,G,32870,G,32948,G,27507,G,25680,G,34510,H,44787,G,28210,G,22592,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",2623,G,1506,H,2549,G,2097,G,9497,G,7544,G,4462,G,2071,H,2076,H,2731,G,4709,G,2141,G,3101,H,1275,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",38751,G,20540,G,27214,G,19371,G,64423,G,40239,G,31808,G,26178,G,21068,G,23194,G,38531,G,25759,G,25239,G,18862,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",11683,G,9175,G,10671,G,6969,G,22358,G,18575,G,15924,G,8138,G,8220,G,8081,G,15123,G,8645,G,7078,G,7785,G
Business,"Paid employees for pay period including March 12","Industries not classified",30,J,48,J,53,H,23,H,58,J,88,J,63,H,56,G,37,J,34,H,31,G,20,J,24,J,3,G
Business,"Annual payroll ($1,000)","Total for all sectors",8921698,G,8092637,G,8444704,G,5810605,G,32891819,G,32962994,G,18217718,G,6282657,G,7616645,G,5488133,G,20587544,G,8129608,G,6935620,G,6472256,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",35192,G,95046,G,11450,G,586,H,46,J,9000,J,571,H,52965,G,9692,G,37441,G,2060,H,47411,G,1149,J,8995,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",5769,H,14891,H,9349,J,3953,G,21135,H,9149,H,8820,J,43451,G,29129,H,83244,H,14388,J,14297,H,7692,J,8935,H
Business,"Annual payroll ($1,000)",Utilities,102972,J,83960,H,159876,H,50548,H,D,D,165544,G,58579,G,124999,H,92424,G,76421,H,166000,G,409942,J,87511,H,72035,J
Business,"Annual payroll ($1,000)",Construction,436581,G,341713,G,589287,G,663132,H,916921,G,882611,G,1534002,G,324001,G,447149,G,401677,G,1483377,G,394102,G,624770,G,319017,G
Business,"Annual payroll ($1,000)",Manufacturing,1912331,H,1276477,G,1851547,G,856207,G,956496,G,625222,G,1609018,G,993294,G,2085732,G,895968,G,1608202,H,1243484,G,557006,G,2114886,G
Business,"Annual payroll ($1,000)","Wholesale trade",455972,G,487147,G,527012,G,422753,G,1392647,G,2833863,H,3043837,G,307527,G,488995,G,310678,H,1542590,G,354801,G,766221,H,421911,G
Business,"Annual payroll ($1,000)","Retail trade",889121,G,656220,G,923280,G,666853,G,989404,G,1280999,G,1453653,G,763388,G,774170,G,683043,G,1171543,G,820278,G,817529,G,618211,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",605082,G,281011,G,411936,G,285365,G,3779426,H,661502,H,401935,G,292448,H,368778,G,236978,G,410992,G,301184,G,471169,G,368546,H
Business,"Annual payroll ($1,000)",Information,136871,G,125648,H,185098,G,166956,H,2625011,G,4494376,H,1106210,G,93589,G,117718,G,87462,G,1025739,G,157190,G,129281,H,94237,G
Business,"Annual payroll ($1,000)","Finance and insurance",310475,G,1280198,H,403408,G,152920,G,2709867,H,4248315,G,1143931,G,365903,G,285423,G,255039,G,2427758,G,301818,G,196213,H,162387,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",129886,G,96443,G,89299,G,121819,G,649114,G,605190,G,269787,G,77692,G,63950,G,102630,G,688594,G,97095,H,612204,J,55622,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",432603,G,407816,G,308524,G,299748,G,4793034,G,5979052,G,2133587,G,393372,G,246208,G,256140,G,2632543,G,676783,H,200342,G,194843,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",243355,H,212625,G,237328,G,198016,J,4241721,H,4286435,G,1410536,G,188652,J,185838,G,56748,G,2085591,G,101647,G,90117,H,285824,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",446939,G,316141,G,409200,G,347922,G,1326716,G,2142168,G,1154950,G,312582,G,298860,G,283878,G,1774611,G,333644,G,356867,G,184536,G
Business,"Annual payroll ($1,000)","Educational services",183372,H,135625,H,72976,H,61575,G,1724241,H,392470,G,164159,G,69328,G,115489,G,67908,G,243020,G,63468,G,72007,G,82617,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1550846,H,1740932,G,1552829,G,985379,G,3516567,G,2810926,G,1624228,G,1318138,G,1211240,H,1067779,G,1869818,H,2193509,G,1320489,G,982379,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",69173,G,25343,G,48439,G,34876,G,438272,H,161424,G,109995,H,30083,H,246142,H,56032,G,271556,H,52415,H,55991,H,26769,G
Business,"Annual payroll ($1,000)","Accommodation and food services",649215,G,287537,G,391222,G,289609,G,1369851,G,730400,G,510243,G,345277,G,328613,G,323946,G,691912,G,351716,G,370645,G,276553,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",325415,G,226862,G,261202,G,202020,G,735103,G,641905,G,478411,G,185171,G,219942,G,204423,G,476121,G,214450,G,198255,G,193777,G
Business,"Annual payroll ($1,000)","Industries not classified",528,H,1002,H,1442,J,368,J,1708,H,2443,G,1266,G,797,G,1153,G,698,G,1129,H,374,H,162,G,176,H
Business,"Total Establishments","Total for all sectors",15774,X,12942,X,15035,X,11245,X,22133,X,28524,X,24763,X,13248,X,14712,X,13100,X,21091,X,13169,X,11107,X,10652,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",121,X,175,X,53,X,8,X,3,X,18,X,14,X,164,X,68,X,120,X,18,X,173,X,4,X,32,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",11,X,14,X,11,X,8,X,5,X,6,X,6,X,11,X,37,X,35,X,11,X,11,X,5,X,10,X
Business,"Total Establishments",Utilities,72,X,49,X,49,X,20,X,53,X,35,X,18,X,75,X,49,X,55,X,29,X,65,X,24,X,30,X
Business,"Total Establishments",Construction,1190,X,788,X,1317,X,940,X,686,X,1539,X,2243,X,900,X,1664,X,1437,X,1803,X,1048,X,935,X,929,X
Business,"Total Establishments",Manufacturing,411,X,478,X,546,X,387,X,532,X,419,X,827,X,457,X,867,X,456,X,590,X,469,X,310,X,729,X
Business,"Total Establishments","Wholesale trade",623,X,705,X,643,X,624,X,1258,X,1825,X,2263,X,608,X,792,X,511,X,1262,X,583,X,551,X,639,X
Business,"Total Establishments","Retail trade",2906,X,2592,X,2580,X,1742,X,2632,X,2627,X,2973,X,2608,X,2533,X,2033,X,2468,X,2527,X,1821,X,2059,X
Business,"Total Establishments","Transportation and warehousing",684,X,433,X,476,X,426,X,866,X,429,X,615,X,391,X,440,X,380,X,370,X,395,X,548,X,321,X
Business,"Total Establishments",Information,227,X,170,X,221,X,179,X,724,X,828,X,501,X,179,X,205,X,177,X,412,X,187,X,172,X,149,X
Business,"Total Establishments","Finance and insurance",951,X,937,X,993,X,541,X,1104,X,2337,X,1547,X,939,X,832,X,791,X,1643,X,852,X,581,X,693,X
Business,"Total Establishments","Real estate and rental and leasing",832,X,553,X,795,X,526,X,1435,X,1791,X,1205,X,554,X,664,X,645,X,1360,X,520,X,488,X,346,X
Business,"Total Establishments","Professional, scientific, and technical services",1448,X,1016,X,1314,X,1252,X,4094,X,6308,X,3889,X,1072,X,1317,X,1275,X,3366,X,1133,X,962,X,829,X
Business,"Total Establishments","Management of companies and enterprises",78,X,80,X,74,X,61,X,212,X,444,X,212,X,72,X,51,X,49,X,291,X,56,X,53,X,54,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",783,X,564,X,807,X,644,X,1011,X,1800,X,1578,X,544,X,749,X,760,X,1371,X,583,X,653,X,460,X
Business,"Total Establishments","Educational services",163,X,111,X,174,X,182,X,379,X,577,X,410,X,107,X,149,X,156,X,311,X,116,X,147,X,96,X
Business,"Total Establishments","Health care and social assistance",1607,X,1557,X,1746,X,1403,X,2252,X,3038,X,2230,X,1734,X,1379,X,1434,X,2072,X,1654,X,1494,X,1077,X
Business,"Total Establishments","Arts, entertainment, and recreation",208,X,136,X,212,X,183,X,478,X,418,X,315,X,144,X,196,X,201,X,305,X,143,X,135,X,112,X
Business,"Total Establishments","Accommodation and food services",1860,X,1150,X,1406,X,1013,X,2318,X,1989,X,1869,X,1329,X,1218,X,1159,X,1651,X,1247,X,1111,X,967,X
Business,"Total Establishments","Other services (except public administration)",1572,X,1408,X,1599,X,1089,X,2042,X,2037,X,2007,X,1329,X,1477,X,1400,X,1725,X,1386,X,1098,X,1112,X
Business,"Total Establishments","Industries not classified",27,X,26,X,19,X,17,X,49,X,59,X,41,X,31,X,25,X,26,X,33,X,21,X,15,X,8,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
