Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$200,000 or more",10612,"(+/- 1476 )",6121,"(+/- 1114 )",16810,"(+/- 1631 )",8545,"(+/- 1156 )",41245,"(+/- 2634 )",42080,"(+/- 2626 )",30706,"(+/- 2412 )",15569,"(+/- 1594 )",34739,"(+/- 2168 )",39184,"(+/- 2346 )",17794,"(+/- 1811 )",9327,"(+/- 1285 )",12632,"(+/- 1581 )",32318,"(+/- 2783 )",7223,"(+/- 1209 )",10473,"(+/- 1558 )",6520,"(+/- 979 )",16870,"(+/- 2018 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Median household income (dollars)",50744,"(+/- 1830 )",50391,"(+/- 1352 )",65230,"(+/- 2656 )",53955,"(+/- 2658 )",82210,"(+/- 2171 )",98889,"(+/- 2466 )",58444,"(+/- 3638 )",69386,"(+/- 1910 )",70552,"(+/- 1630 )",80229,"(+/- 2996 )",75446,"(+/- 1890 )",48570,"(+/- 2180 )",51129,"(+/- 1228 )",92461,"(+/- 2744 )",52527,"(+/- 1475 )",60326,"(+/- 1104 )",48036,"(+/- 1375 )",65048,"(+/- 1719 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Mean household income (dollars)",68268,"(+/- 2067 )",64472,"(+/- 1986 )",86900,"(+/- 2190 )",70506,"(+/- 1993 )",118057,"(+/- 3956 )",128374,"(+/- 3158 )",95935,"(+/- 3659 )",87108,"(+/- 2058 )",106681,"(+/- 2710 )",123305,"(+/- 4236 )",94967,"(+/- 2862 )",65058,"(+/- 1671 )",70122,"(+/- 1760 )",113980,"(+/- 2851 )",67415,"(+/- 1874 )",76185,"(+/- 1930 )",61898,"(+/- 2143 )",85874,"(+/- 2972 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",716728,"(+/- 16685 )",696551,"(+/- 15025 )",717799,"(+/- 18596 )",698205,"(+/- 20279 )",724574,"(+/- 16310 )",715895,"(+/- 12861 )",683635,"(+/- 17807 )",709155,"(+/- 11271 )",723016,"(+/- 14724 )",696958,"(+/- 6867 )",717120,"(+/- 10605 )",676094,"(+/- 4098 )",683117,"(+/- 8770 )",743235,"(+/- 9334 )",679498,"(+/- 7214 )",677313,"(+/- 7127 )",674547,"(+/- 8427 )",686686,"(+/- 7156 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",666320,"(+/- 16325 )",645290,"(+/- 15069 )",659165,"(+/- 18996 )",582838,"(+/- 18635 )",675723,"(+/- 15293 )",688968,"(+/- 12093 )",632792,"(+/- 16642 )",639226,"(+/- 11936 )",672937,"(+/- 14779 )",649715,"(+/- 7984 )",661909,"(+/- 10852 )",635754,"(+/- 6429 )",655717,"(+/- 9256 )",712595,"(+/- 10091 )",640794,"(+/- 7971 )",646672,"(+/- 7847 )",634324,"(+/- 8287 )",660130,"(+/- 7622 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",447732,"(+/- 14026 )",405257,"(+/- 13222 )",493491,"(+/- 16757 )",354309,"(+/- 15541 )",555704,"(+/- 13923 )",606619,"(+/- 12724 )",410688,"(+/- 14253 )",484762,"(+/- 14014 )",531337,"(+/- 12132 )",505876,"(+/- 12317 )",519844,"(+/- 12427 )",447865,"(+/- 9327 )",503001,"(+/- 10848 )",608164,"(+/- 12667 )",467225,"(+/- 10079 )",498519,"(+/- 9877 )",440768,"(+/- 9565 )",541161,"(+/- 10181 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",291814,"(+/- 11705 )",315370,"(+/- 14232 )",234106,"(+/- 11355 )",259890,"(+/- 13665 )",174699,"(+/- 8655 )",155302,"(+/- 6518 )",271250,"(+/- 10223 )",219287,"(+/- 10722 )",216476,"(+/- 12301 )",212117,"(+/- 9483 )",207759,"(+/- 9132 )",286439,"(+/- 8196 )",244042,"(+/- 9968 )",180315,"(+/- 9342 )",276205,"(+/- 9108 )",249033,"(+/- 8381 )",295485,"(+/- 8694 )",225228,"(+/- 7534 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",50408,"(+/- 6345 )",51261,"(+/- 5530 )",58634,"(+/- 5732 )",115367,"(+/- 9185 )",48851,"(+/- 5347 )",26927,"(+/- 4333 )",50843,"(+/- 5313 )",69929,"(+/- 7868 )",50079,"(+/- 5361 )",47243,"(+/- 4642 )",55211,"(+/- 5675 )",40340,"(+/- 4645 )",27400,"(+/- 3039 )",30640,"(+/- 4845 )",38704,"(+/- 3986 )",30641,"(+/- 3730 )",40223,"(+/- 3856 )",26556,"(+/- 3628 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",173636,"(+/- 9899 )",179893,"(+/- 8946 )",189160,"(+/- 9481 )",180066,"(+/- 9675 )",139380,"(+/- 7547 )",181022,"(+/- 6724 )",146050,"(+/- 9144 )",171826,"(+/- 6962 )",159819,"(+/- 8136 )",183665,"(+/- 4440 )",192646,"(+/- 6400 )",163310,"(+/- 3000 )",153953,"(+/- 4568 )",198693,"(+/- 7151 )",166347,"(+/- 4467 )",159915,"(+/- 3875 )",165175,"(+/- 4376 )",164862,"(+/- 4270 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",6156,"(+/- 2026 )",6700,"(+/- 2322 )",6082,"(+/- 1959 )",6881,"(+/- 1575 )",3819,"(+/- 1372 )",3159,"(+/- 1111 )",5188,"(+/- 1355 )",7777,"(+/- 2611 )",2299,"(+/- 805 )",4959,"(+/- 1722 )",5182,"(+/- 1664 )",4459,"(+/- 1504 )",3035,"(+/- 1037 )",4537,"(+/- 1892 )",5073,"(+/- 1392 )",3392,"(+/- 1176 )",5104,"(+/- 1431 )",5547,"(+/- 1778 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",13.8,"(+/- 1.4 )",14.0,"(+/- 1.4 )",7.5,"(+/- 1.2 )",12.5,"(+/- 1.5 )",4.9,"(+/- 0.8 )",3.8,"(+/- 0.8 )",17.3,"(+/- 1.7 )",6.4,"(+/- 0.9 )",7.7,"(+/- 1.2 )",6.8,"(+/- 1.1 )",6.3,"(+/- 1.0 )",13.4,"(+/- 1.3 )",12.0,"(+/- 1.6 )",3.9,"(+/- 0.7 )",9.9,"(+/- 1.1 )",7.4,"(+/- 0.8 )",12.6,"(+/- 1.1 )",6.2,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",21.7,"(+/- 2.2 )",20.6,"(+/- 2.3 )",11.7,"(+/- 2.1 )",17.8,"(+/- 2.3 )",7.2,"(+/- 1.5 )",5.0,"(+/- 1.3 )",25.1,"(+/- 2.7 )",10.4,"(+/- 1.7 )",10.8,"(+/- 2.5 )",10.0,"(+/- 1.8 )",9.0,"(+/- 1.7 )",23.1,"(+/- 2.4 )",20.0,"(+/- 2.9 )",5.9,"(+/- 1.1 )",16.9,"(+/- 2.2 )",12.5,"(+/- 1.5 )",21.0,"(+/- 2.0 )",10.5,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",24.1,"(+/- 6.6 )",21.7,"(+/- 7.3 )",12.8,"(+/- 4.2 )",10.6,"(+/- 3.9 )",7.8,"(+/- 3.1 )",6.2,"(+/- 4.8 )",16.6,"(+/- 5.0 )",6.1,"(+/- 3.8 )",10.7,"(+/- 4.4 )",9.9,"(+/- 5.1 )",8.3,"(+/- 3.5 )",29.0,"(+/- 6.8 )",24.9,"(+/- 7.2 )",5.4,"(+/- 2.9 )",20.3,"(+/- 4.8 )",13.5,"(+/- 3.5 )",25.7,"(+/- 6.3 )",14.1,"(+/- 4.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.4,"(+/- 0.9 )",6.6,"(+/- 1.4 )",4.6,"(+/- 0.9 )",8.9,"(+/- 1.5 )",2.6,"(+/- 0.6 )",1.9,"(+/- 0.6 )",6.9,"(+/- 1.3 )",3.7,"(+/- 0.8 )",5.7,"(+/- 1.2 )",3.6,"(+/- 0.9 )",3.9,"(+/- 1.0 )",4.7,"(+/- 0.9 )",4.9,"(+/- 1.1 )",2.1,"(+/- 0.5 )",4.7,"(+/- 0.8 )",3.5,"(+/- 0.7 )",5.2,"(+/- 0.9 )",3.0,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.5,"(+/- 1.1 )",10.6,"(+/- 3.0 )",6.4,"(+/- 1.4 )",11.9,"(+/- 2.3 )",3.2,"(+/- 1.1 )",1.5,"(+/- 0.8 )",8.9,"(+/- 2.5 )",4.9,"(+/- 1.6 )",7.7,"(+/- 2.5 )",4.3,"(+/- 1.3 )",5.1,"(+/- 1.7 )",7.3,"(+/- 2.0 )",7.9,"(+/- 2.1 )",2.5,"(+/- 0.9 )",6.8,"(+/- 1.9 )",4.9,"(+/- 1.4 )",6.9,"(+/- 1.6 )",4.0,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",0.0,"(+/- 3.3 )",9.9,"(+/- 9.4 )",8.6,"(+/- 4.5 )",5.6,"(+/- 4.0 )",2.3,"(+/- 2.1 )",1.5,"(+/- 1.5 )",3.2,"(+/- 2.4 )",3.3,"(+/- 2.5 )",7.9,"(+/- 4.5 )",4.0,"(+/- 3.7 )",2.3,"(+/- 2.2 )",8.4,"(+/- 6.5 )",13.9,"(+/- 7.7 )",2.6,"(+/- 2.2 )",5.6,"(+/- 3.3 )",1.8,"(+/- 1.8 )",8.2,"(+/- 6.3 )",2.5,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",29.5,"(+/- 3.1 )",25.0,"(+/- 2.9 )",22.6,"(+/- 4.9 )",20.7,"(+/- 3.7 )",14.9,"(+/- 3.6 )",16.2,"(+/- 4.8 )",34.2,"(+/- 3.8 )",18.6,"(+/- 3.8 )",19.3,"(+/- 4.9 )",21.9,"(+/- 5.0 )",18.5,"(+/- 4.3 )",38.1,"(+/- 4.5 )",35.6,"(+/- 5.1 )",15.6,"(+/- 3.9 )",32.5,"(+/- 4.4 )",24.7,"(+/- 3.5 )",34.9,"(+/- 3.9 )",25.1,"(+/- 4.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",40.0,"(+/- 4.0 )",30.1,"(+/- 3.8 )",32.7,"(+/- 6.7 )",29.6,"(+/- 5.7 )",22.5,"(+/- 6.6 )",22.1,"(+/- 7.0 )",42.7,"(+/- 4.8 )",31.9,"(+/- 6.2 )",28.5,"(+/- 9.3 )",29.9,"(+/- 6.8 )",23.9,"(+/- 5.8 )",49.6,"(+/- 6.0 )",46.5,"(+/- 6.6 )",23.7,"(+/- 5.5 )",40.2,"(+/- 5.6 )",32.2,"(+/- 4.6 )",44.3,"(+/- 4.5 )",32.5,"(+/- 6.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",39.7,"(+/- 10.8 )",32.3,"(+/- 13.2 )",32.5,"(+/- 15.0 )",30.4,"(+/- 13.8 )",36.6,"(+/- 20.4 )",27.1,"(+/- 25.4 )",48.9,"(+/- 13.7 )",13.3,"(+/- 12.8 )",26.6,"(+/- 21.8 )",28.3,"(+/- 14.1 )",28.4,"(+/- 14.5 )",57.1,"(+/- 14.6 )",56.7,"(+/- 18.5 )",47.6,"(+/- 24.6 )",46.1,"(+/- 12.8 )",36.6,"(+/- 12.0 )",49.5,"(+/- 13.7 )",61.0,"(+/- 16.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",17.8,"(+/- 1.3 )",18.7,"(+/- 1.5 )",10.0,"(+/- 1.2 )",15.8,"(+/- 1.4 )",7.9,"(+/- 0.8 )",5.2,"(+/- 0.8 )",21.2,"(+/- 1.4 )",9.0,"(+/- 0.9 )",12.2,"(+/- 1.2 )",8.6,"(+/- 1.1 )",8.3,"(+/- 1.1 )",18.2,"(+/- 1.2 )",18.9,"(+/- 1.4 )",5.3,"(+/- 0.7 )",13.6,"(+/- 1.0 )",11.0,"(+/- 0.8 )",16.6,"(+/- 1.2 )",9.3,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",24.5,"(+/- 2.8 )",28.2,"(+/- 3.0 )",13.7,"(+/- 2.6 )",21.8,"(+/- 3.0 )",8.3,"(+/- 1.9 )",5.9,"(+/- 1.7 )",30.8,"(+/- 3.2 )",14.2,"(+/- 2.5 )",14.2,"(+/- 3.8 )",11.6,"(+/- 2.3 )",12.1,"(+/- 2.3 )",25.5,"(+/- 2.6 )",22.8,"(+/- 3.0 )",6.6,"(+/- 1.2 )",18.9,"(+/- 2.1 )",16.3,"(+/- 2.0 )",24.2,"(+/- 2.1 )",11.5,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",24.4,"(+/- 2.8 )",27.9,"(+/- 3.0 )",13.5,"(+/- 2.6 )",21.7,"(+/- 3.0 )",8.1,"(+/- 1.8 )",5.6,"(+/- 1.7 )",30.5,"(+/- 3.1 )",13.9,"(+/- 2.5 )",14.1,"(+/- 3.8 )",11.3,"(+/- 2.3 )",11.7,"(+/- 2.2 )",25.2,"(+/- 2.6 )",22.6,"(+/- 2.9 )",6.5,"(+/- 1.2 )",18.4,"(+/- 2.1 )",15.8,"(+/- 2.1 )",24.0,"(+/- 2.2 )",11.2,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",28.8,"(+/- 5.0 )",33.1,"(+/- 6.0 )",16.9,"(+/- 4.4 )",18.9,"(+/- 4.2 )",8.4,"(+/- 2.8 )",7.4,"(+/- 4.1 )",28.1,"(+/- 4.2 )",11.2,"(+/- 3.1 )",15.3,"(+/- 4.8 )",12.4,"(+/- 4.0 )",10.6,"(+/- 2.7 )",30.0,"(+/- 4.3 )",27.7,"(+/- 4.1 )",6.2,"(+/- 2.0 )",22.8,"(+/- 3.4 )",20.4,"(+/- 3.5 )",28.9,"(+/- 4.1 )",15.3,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",22.9,"(+/- 3.0 )",26.3,"(+/- 3.1 )",12.1,"(+/- 2.6 )",22.7,"(+/- 3.2 )",7.9,"(+/- 2.2 )",5.1,"(+/- 1.4 )",31.5,"(+/- 3.6 )",14.9,"(+/- 2.9 )",13.5,"(+/- 4.0 )",11.0,"(+/- 2.3 )",12.1,"(+/- 2.6 )",23.4,"(+/- 2.8 )",20.8,"(+/- 3.1 )",6.6,"(+/- 1.4 )",16.8,"(+/- 2.4 )",14.3,"(+/- 2.1 )",22.1,"(+/- 2.1 )",9.8,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",15.9,"(+/- 1.1 )",15.6,"(+/- 1.4 )",8.8,"(+/- 1.0 )",13.9,"(+/- 1.2 )",7.8,"(+/- 0.7 )",5.0,"(+/- 0.7 )",18.7,"(+/- 1.3 )",7.5,"(+/- 0.7 )",11.6,"(+/- 0.8 )",7.7,"(+/- 0.9 )",7.0,"(+/- 0.9 )",16.2,"(+/- 1.0 )",17.8,"(+/- 1.2 )",4.9,"(+/- 0.7 )",12.1,"(+/- 0.8 )",9.6,"(+/- 0.7 )",14.3,"(+/- 1.1 )",8.7,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",12.7,"(+/- 1.7 )",11.3,"(+/- 1.6 )",8.2,"(+/- 1.5 )",13.6,"(+/- 2.3 )",9.5,"(+/- 1.6 )",5.2,"(+/- 1.3 )",18.0,"(+/- 2.2 )",7.1,"(+/- 1.4 )",11.3,"(+/- 1.6 )",6.2,"(+/- 1.3 )",6.4,"(+/- 1.3 )",8.8,"(+/- 1.3 )",7.9,"(+/- 1.4 )",4.9,"(+/- 1.5 )",8.4,"(+/- 1.1 )",5.5,"(+/- 0.9 )",7.6,"(+/- 1.0 )",5.7,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",14.5,"(+/- 1.6 )",16.7,"(+/- 1.8 )",8.4,"(+/- 1.4 )",13.8,"(+/- 1.7 )",5.0,"(+/- 0.9 )",3.7,"(+/- 0.8 )",19.7,"(+/- 1.8 )",7.3,"(+/- 1.1 )",8.9,"(+/- 1.7 )",7.1,"(+/- 1.2 )",7.0,"(+/- 1.1 )",14.7,"(+/- 1.4 )",13.0,"(+/- 1.6 )",4.0,"(+/- 0.7 )",10.7,"(+/- 1.1 )",8.3,"(+/- 1.0 )",13.6,"(+/- 1.2 )",6.7,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",31.8,"(+/- 2.2 )",27.4,"(+/- 2.4 )",20.2,"(+/- 2.3 )",24.3,"(+/- 1.8 )",14.8,"(+/- 1.5 )",14.9,"(+/- 2.3 )",24.7,"(+/- 1.8 )",18.4,"(+/- 2.6 )",22.7,"(+/- 2.1 )",18.3,"(+/- 2.5 )",15.8,"(+/- 2.0 )",31.6,"(+/- 1.9 )",34.9,"(+/- 2.0 )",15.1,"(+/- 2.6 )",25.6,"(+/- 2.0 )",22.7,"(+/- 1.9 )",27.3,"(+/- 2.0 )",20.6,"(+/- 2.4 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",189565,"(+/- 8634 )",186376,"(+/- 8358 )",182716,"(+/- 8943 )",178612,"(+/- 9028 )",158070,"(+/- 8043 )",194311,"(+/- 6634 )",165405,"(+/- 9260 )",171334,"(+/- 7961 )",179400,"(+/- 6837 )",185331,"(+/- 5441 )",195696,"(+/- 6338 )",163999,"(+/- 4554 )",206746,"(+/- 6410 )",202897,"(+/- 7423 )",158109,"(+/- 4112 )",167109,"(+/- 5162 )",160848,"(+/- 5568 )",170177,"(+/- 4284 )"
Education,"School Enrollment","Nursery school, preschool",11941,"(+/- 1775 )",12204,"(+/- 2258 )",12412,"(+/- 1883 )",10445,"(+/- 1473 )",12056,"(+/- 1635 )",14804,"(+/- 2266 )",11786,"(+/- 1850 )",11424,"(+/- 1900 )",14290,"(+/- 2147 )",11820,"(+/- 1943 )",12277,"(+/- 1580 )",10600,"(+/- 1782 )",12021,"(+/- 1518 )",13288,"(+/- 1953 )",10216,"(+/- 1136 )",9782,"(+/- 1653 )",10327,"(+/- 1516 )",13035,"(+/- 1841 )"
Education,"School Enrollment",Kindergarten,7790,"(+/- 1624 )",7862,"(+/- 1622 )",7071,"(+/- 1296 )",9407,"(+/- 1798 )",6382,"(+/- 1317 )",7434,"(+/- 1340 )",7893,"(+/- 1586 )",6309,"(+/- 1396 )",9639,"(+/- 1472 )",9084,"(+/- 1578 )",9068,"(+/- 1430 )",7351,"(+/- 1099 )",8689,"(+/- 1310 )",10131,"(+/- 1937 )",8210,"(+/- 1275 )",7362,"(+/- 1218 )",7506,"(+/- 1293 )",9237,"(+/- 1219 )"
Education,"School Enrollment","Elementary school (grades 1-8)",75472,"(+/- 6076 )",77588,"(+/- 5335 )",81606,"(+/- 5563 )",78664,"(+/- 5516 )",57352,"(+/- 4752 )",80171,"(+/- 4002 )",56130,"(+/- 5197 )",72736,"(+/- 4648 )",64075,"(+/- 4802 )",77024,"(+/- 3614 )",88557,"(+/- 4645 )",69222,"(+/- 2472 )",62194,"(+/- 2797 )",87277,"(+/- 5063 )",72800,"(+/- 3232 )",67778,"(+/- 2483 )",68414,"(+/- 2642 )",71278,"(+/- 2887 )"
Education,"School Enrollment","High school (grades 9-12)",41956,"(+/- 3800 )",45534,"(+/- 3512 )",40955,"(+/- 3521 )",37631,"(+/- 3142 )",26899,"(+/- 2899 )",42961,"(+/- 3183 )",31819,"(+/- 3267 )",38662,"(+/- 3597 )",33746,"(+/- 3304 )",44392,"(+/- 2871 )",44087,"(+/- 2644 )",35175,"(+/- 2343 )",32712,"(+/- 2458 )",49278,"(+/- 2966 )",34838,"(+/- 2072 )",38865,"(+/- 2089 )",38156,"(+/- 2189 )",35387,"(+/- 1855 )"
Education,"School Enrollment","College or graduate school",52406,"(+/- 3881 )",43188,"(+/- 4442 )",40672,"(+/- 3578 )",42465,"(+/- 3993 )",55381,"(+/- 4413 )",48941,"(+/- 3579 )",57777,"(+/- 4771 )",42203,"(+/- 3420 )",57650,"(+/- 4169 )",43011,"(+/- 3290 )",41707,"(+/- 3868 )",41651,"(+/- 3159 )",91130,"(+/- 4966 )",42923,"(+/- 3969 )",32045,"(+/- 2567 )",43322,"(+/- 3571 )",36445,"(+/- 3068 )",41240,"(+/- 3188 )"
Education,"Educational Attainment","Population 25 years and over",488224,"(+/- 10914 )",463093,"(+/- 10180 )",488165,"(+/- 11710 )",462645,"(+/- 12279 )",530450,"(+/- 11212 )",494375,"(+/- 9296 )",485989,"(+/- 11015 )",488291,"(+/- 9415 )",518138,"(+/- 11249 )",473311,"(+/- 4577 )",474083,"(+/- 7472 )",478955,"(+/- 3441 )",450320,"(+/- 6014 )",494887,"(+/- 7802 )",483906,"(+/- 4374 )",473946,"(+/- 4914 )",474090,"(+/- 5484 )",484189,"(+/- 5264 )"
Education,"Educational Attainment","Less than 9th grade",16654,"(+/- 2639 )",19561,"(+/- 2275 )",32301,"(+/- 3165 )",80721,"(+/- 6022 )",23183,"(+/- 3032 )",10814,"(+/- 2270 )",24210,"(+/- 3175 )",39031,"(+/- 4805 )",21793,"(+/- 3318 )",24035,"(+/- 2851 )",37675,"(+/- 5152 )",14009,"(+/- 1942 )",10079,"(+/- 1582 )",12307,"(+/- 2339 )",17484,"(+/- 2066 )",13931,"(+/- 2032 )",19570,"(+/- 2517 )",7136,"(+/- 1043 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",37323,"(+/- 3924 )",32671,"(+/- 2816 )",34774,"(+/- 3684 )",47614,"(+/- 4531 )",17210,"(+/- 1956 )",14516,"(+/- 2173 )",38277,"(+/- 3031 )",28549,"(+/- 3563 )",17757,"(+/- 2632 )",26711,"(+/- 2841 )",30612,"(+/- 3358 )",34067,"(+/- 2740 )",22918,"(+/- 1683 )",19596,"(+/- 2911 )",34650,"(+/- 2593 )",27897,"(+/- 2676 )",38152,"(+/- 2568 )",22092,"(+/- 1804 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",132940,"(+/- 5736 )",139959,"(+/- 6852 )",144784,"(+/- 7848 )",124809,"(+/- 6402 )",89914,"(+/- 5548 )",83118,"(+/- 4791 )",100670,"(+/- 5692 )",122423,"(+/- 6482 )",91032,"(+/- 6380 )",98997,"(+/- 5351 )",108432,"(+/- 5592 )",152508,"(+/- 5872 )",136190,"(+/- 4978 )",116976,"(+/- 7117 )",164613,"(+/- 4489 )",161618,"(+/- 5124 )",161449,"(+/- 4388 )",141742,"(+/- 4752 )"
Education,"Educational Attainment","Some college, no degree",126523,"(+/- 6732 )",130193,"(+/- 6320 )",92612,"(+/- 5102 )",69008,"(+/- 4408 )",80761,"(+/- 4724 )",84851,"(+/- 4788 )",85529,"(+/- 5332 )",100808,"(+/- 5267 )",76415,"(+/- 4226 )",78606,"(+/- 4036 )",93960,"(+/- 5918 )",116176,"(+/- 4771 )",98953,"(+/- 4283 )",106332,"(+/- 6218 )",112428,"(+/- 3560 )",121351,"(+/- 5285 )",115377,"(+/- 4021 )",104643,"(+/- 4477 )"
Education,"Educational Attainment","Associate's degree",40265,"(+/- 3935 )",39965,"(+/- 3483 )",37092,"(+/- 2798 )",25277,"(+/- 2903 )",27398,"(+/- 2815 )",34522,"(+/- 2847 )",26681,"(+/- 2734 )",35073,"(+/- 2915 )",29093,"(+/- 2811 )",30331,"(+/- 2758 )",35914,"(+/- 3176 )",50661,"(+/- 3269 )",40683,"(+/- 3129 )",39944,"(+/- 3547 )",60200,"(+/- 3124 )",47822,"(+/- 3119 )",45850,"(+/- 2589 )",45901,"(+/- 2928 )"
Education,"Educational Attainment","Bachelor's degree",78097,"(+/- 4049 )",61680,"(+/- 4759 )",92087,"(+/- 4337 )",78803,"(+/- 4723 )",180046,"(+/- 7697 )",160712,"(+/- 6884 )",112887,"(+/- 5505 )",106562,"(+/- 5341 )",164305,"(+/- 6416 )",120248,"(+/- 5582 )",106025,"(+/- 5640 )",64614,"(+/- 3899 )",81952,"(+/- 3760 )",130189,"(+/- 5332 )",62586,"(+/- 2860 )",63286,"(+/- 3762 )",60153,"(+/- 3181 )",105671,"(+/- 4687 )"
Education,"Educational Attainment","Graduate or professional degree",56422,"(+/- 3677 )",39064,"(+/- 3189 )",54515,"(+/- 4017 )",36413,"(+/- 3041 )",111938,"(+/- 5244 )",105842,"(+/- 4934 )",97735,"(+/- 5096 )",55845,"(+/- 3893 )",117743,"(+/- 5128 )",94383,"(+/- 4452 )",61465,"(+/- 3359 )",46920,"(+/- 3045 )",59545,"(+/- 3581 )",69543,"(+/- 4439 )",31945,"(+/- 2651 )",38041,"(+/- 2846 )",33539,"(+/- 2461 )",57004,"(+/- 3397 )"
Education,"Educational Attainment","Percent high school graduate or higher",88.9,"(+/- 1.0 )",88.7,"(+/- 0.8 )",86.3,"(+/- 0.9 )",72.3,"(+/- 1.6 )",92.4,"(+/- 0.6 )",94.9,"(+/- 0.6 )",87.1,"(+/- 0.8 )",86.2,"(+/- 1.1 )",92.4,"(+/- 1.0 )",89.3,"(+/- 0.8 )",85.6,"(+/- 1.2 )",90.0,"(+/- 0.7 )",92.7,"(+/- 0.5 )",93.6,"(+/- 0.8 )",89.2,"(+/- 0.7 )",91.2,"(+/- 0.7 )",87.8,"(+/- 0.7 )",94.0,"(+/- 0.5 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",27.6,"(+/- 1.1 )",21.8,"(+/- 1.2 )",30.0,"(+/- 1.1 )",24.9,"(+/- 1.1 )",55.0,"(+/- 1.4 )",53.9,"(+/- 1.2 )",43.3,"(+/- 1.2 )",33.3,"(+/- 1.2 )",54.4,"(+/- 1.3 )",45.3,"(+/- 1.2 )",35.3,"(+/- 1.2 )",23.3,"(+/- 1.0 )",31.4,"(+/- 1.1 )",40.4,"(+/- 1.3 )",19.5,"(+/- 0.8 )",21.4,"(+/- 0.9 )",19.8,"(+/- 0.8 )",33.6,"(+/- 1.0 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
